slug,platform,meeting_url,tier,outcome,jurisdiction,segments,agenda_items,video_url,detail
taoscounty,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
cowetacountyga,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
bigstonecounty,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
roanokecountyva,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
milwaukeecounty,legistar,https://milwaukeecounty.legistar.com/MeetingDetail.aspx?LEGID=7083&GID=131&G=DFAF7004-89B0-45B1-BAB1-4E5996F2B871,tier3-agenda,ingested,"Milwaukee County, WI",0,0,,/m/milwaukee-county-wi-2026-08-26-audio-only-view
hernandocountyfl,legistar,https://hernandocountyfl.legistar.com/MeetingDetail.aspx?LEGID=1518&GID=881&G=6D9E70B1-EE34-4778-AE40-08B82D73C4B2,tier3-agenda,ingested,"Hernando County, FL",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/hernandocountyfl/hernandocountyfl_fc94f016-cec9-47a9-8376-d79da101db61.mp4/playlist.m3u8,/m/hernando-county-fl-2026-09-03-metropolitan-planning-organization-on-2026-09-03-1
westchestercountyny,granicus,https://westchestercountyny.granicus.com/MediaPlayer.php?view_id=1&clip_id=8462,tier3-agenda,ingested,"Westchester County, NY",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/westchestercountyny/westchestercountyny_28fc9964-99d6-4a8d-b54c-9ee257f9504c.mp4/playlist.m3u8,/m/westchester-county-ny-2026-08-31-social-services-disabilities-human-rights-on-20
stanlycountync,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
rutherfordcountync,legistar,https://rutherfordcountync.legistar.com/MeetingDetail.aspx?LEGID=1563&GID=367&G=80A8DD1A-D10D-4912-A76A-4EB319092C31,tier3-agenda,ingested,"Rutherford County, NC",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/rutherfordcountync/rutherfordcountync_7069e2bf-a0e0-11f1-a028-005056a89546.mp4/playlist.m3u8,/m/rutherford-county-nc-2026-08-25-board-of-commissioners-on-2026-08-25-6-00-pm
transylvaniacounty,granicus,https://transylvaniacounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=8,tier3-agenda,ingested,"Transylvania County, NC",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/transylvaniacounty/transylvaniacounty_8678e2dc-4f85-4170-896c-de9dc04b6593.mp4/playlist.m3u8,/m/transylvania-county-nc-2022-01-06-peak-minutes-1-6-22-jan-6th-2022
camdencounty,granicus,https://camdencounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=2,tier3-agenda,ingested,"Camden County, NJ",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/camdencounty/camdencounty_d3a11bf7-ace3-431e-8234-0e671af480a1.mp4/playlist.m3u8,/m/camden-county-nj-2024-04-25-boards-and-commissions-training-session-2
calcasieuparishla,granicus,https://calcasieuparishla.granicus.com/MediaPlayer.php?view_id=2&clip_id=680,tier3-agenda,ingested,"Calcasieu Parish, LA",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/calcasieuparishla/calcasieuparishla_f1ca03f2-1541-4a4c-833e-5d8eb49b9758.mp4/playlist.m3u8,/m/calcasieu-parish-la-2026-09-03-calcasieu-parish-police-jury
harriscountytx,granicus,https://harriscountytx.granicus.com/MediaPlayer.php?view_id=1&clip_id=5,tier3-agenda,ingested,"Harris County, TX",0,0,,/m/harris-county-tx-2019-11-14-commissioners-court-nov-15th-2019
alpinecountyca,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
ramseycountymn,legistar,https://ramseycountymn.legistar.com/MeetingDetail.aspx?LEGID=2343&GID=785&G=4967DA32-41AD-49F2-8992-28B8D9A9E934,tier1,ingested,Ramsey County,3189,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/ramseycountymn/ramseycountymn_24be4d88-a1d7-405e-86d3-325fcb9e15de.mp4/playlist.m3u8,/m/ramsey-county-mn-2026-09-03-budget-committee-of-the-whole-on-2026-09-03-9-00-am
ashecounty,granicus,https://ashecounty.granicus.com/MediaPlayer.php?view_id=2&clip_id=676,tier3-agenda,ingested,"Ashe County, NC",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/ashecounty/ashecounty_a165a7c5-5a8f-43c2-ad5f-4ff832304275.mp4/playlist.m3u8,/m/ashe-county-nc-2026-08-17-county-commission-on-2026-08-17-9-00-am
bryancountyga,granicus,https://bryancountyga.granicus.com/MediaPlayer.php?view_id=2&clip_id=9,tier3-agenda,ingested,"Bryan County, GA",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/bryancountyga/bryancountyga_8fd9ba7c-ac49-4e08-991c-60a86c99f7bf.mp4/playlist.m3u8,/m/bryan-county-ga-2023-08-23-ilt-peak-minutes-recommended-session-4-8-23-2023
modoccountyca,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
sullivancountyny,granicus,https://sullivancountyny.granicus.com/MediaPlayer.php?view_id=1&clip_id=2239,tier3-agenda,ingested,"Sullivan County, NY",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/sullivancountyny/sullivancountyny_15ab946a-6f26-45a4-baba-bb0a9d5d20ae.mp4/playlist.m3u8,/m/sullivan-county-ny-2026-09-03-public-safety-and-law-enforcement-committee-on-202
eaglecounty,legistar,,,no-url-found,,,,,no public-video event via Web API; no companion Granicus domain
yorkcounty,granicus,https://yorkcounty.granicus.com/MediaPlayer.php?view_id=2&clip_id=339,tier3-agenda,ingested,York County Video Services,0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/yorkcounty/yorkcounty_ffeec0d9-8d2e-4179-bf0d-178db95ed90d.mp4/playlist.m3u8,/m/york-county-video-services-2017-08-09-planning-commission-aug-9th-2017
sanmiguelcountyco,granicus,https://sanmiguelcountyco.granicus.com/MediaPlayer.php?view_id=1&clip_id=597,tier3-agenda,ingested,"San Miguel County, CO",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/sanmiguelcountyco/sanmiguelcountyco_c7f3f7ef-64e1-4290-8c65-a1e1395d6bd1.mp4/playlist.m3u8,/m/san-miguel-county-co-2024-10-29-osc-recording-10-28-24
buttecounty,granicus,https://buttecounty.granicus.com/MediaPlayer.php?view_id=2&clip_id=1402,tier3-agenda,ingested,"Butte County, California",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/buttecounty/buttecounty_c8aed096-87af-4aca-85c9-9954dfc32455.mp4/playlist.m3u8,/m/butte-county-ca-2024-08-07-water-commission-meeting-in-person-or-online-as-view
penningtoncounty,granicus,https://penningtoncounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=86,tier3-agenda,ingested,Pennington County,0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/penningtoncounty/penningtoncounty_4eacf020-215c-412c-a1b0-8e3c3caf8911.mp4/playlist.m3u8,/m/pennington-county-2025-07-18-pennington-county-board-of-commissioners
olmstedcounty,legistar,https://olmstedcounty.legistar.com/MeetingDetail.aspx?LEGID=1010&GID=1003&G=F00270B3-760B-4815-85A2-05068F015233,none,skipped-empty,,0,0,,no segments/agenda/video
lakecounty,granicus,https://lakecounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=861,tier3-agenda,ingested,Lake County,0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/lakecounty/lakecounty_78031210-5fc0-4425-a1bc-8305775182c1.mp4/playlist.m3u8,/m/lake-county-ca-2026-09-01-board-of-supervisors-on-2026-09-01-9-00-am-please-see
greensvillecountyva,granicus,https://greensvillecountyva.granicus.com/MediaPlayer.php?view_id=2&clip_id=5,,resolve-failed,,,,,resolve raised: HTTP 404 for https://greensvillecountyva.granicus.com/MediaPlayer.php?view_id=2&clip_id=5
montgomerycountymd,legistar,https://montgomerycountymd.legistar.com/MeetingDetail.aspx?LEGID=963&GID=863&G=91A8C6D2-AC27-4E3C-BCE5-E5CAF22BE580,none,skipped-empty,,0,0,,no segments/agenda/video
calaverascounty,legistar,https://calaverascounty.legistar.com/MeetingDetail.aspx?LEGID=918&GID=955&G=8AFD86AD-66A9-4EB8-86EA-FB62505FF868,tier3-agenda,ingested,"Calaveras County, CA",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/calaverascounty/calaverascounty_f4099313-58b1-434c-8fbb-b517c4383e5b.mp4/playlist.m3u8,/m/calaveras-county-ca-2023-04-19-board-of-supervisors-on-2023-04-19-3-30-pm-workfl
franklincountync,granicus,https://franklincountync.granicus.com/MediaPlayer.php?view_id=1&clip_id=99,tier3-agenda,ingested,"Franklin County, NC",0,0,,/m/franklin-county-nc-2026-08-17-franklin-county-board-of-commissioners
monocounty,granicus,https://monocounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=1271,tier3-agenda,ingested,"Mono County, CA",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/monocounty/monocounty_c49e5903-c56d-11f0-a7da-005056a89546.mp4/playlist.m3u8,/m/mono-county-ca-board-of-supervisors-meeting
baltimorecountymd,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
nassaucountyny,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
floydcountyga,granicus,https://floydcountyga.granicus.com/MediaPlayer.php?view_id=1&clip_id=131,tier3-agenda,ingested,"Floyd County, GA",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/floydcountyga/floydcountyga_6051c383-ea7c-4c45-b6ad-bc600250d9d0.mp4/playlist.m3u8,/m/floyd-county-ga-2026-01-27-board-of-commissioners
alamedacounty,granicus,https://alamedacounty.granicus.com/MediaPlayer.php?view_id=2&clip_id=10458,tier3-agenda,ingested,"Alameda County, CA",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/alamedacounty/alamedacounty_98aa9d1e-a6e9-11f1-a028-005056a89546.mp4/playlist.m3u8,/m/alameda-county-ca-2026-09-02-fairview-municipal-advisory-council
sarasotacounty,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
landercountynv,granicus,https://landercountynv.granicus.com/MediaPlayer.php?view_id=1&clip_id=94,tier3-agenda,ingested,"Lander County, NV",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/landercountynv/landercountynv_6e173358-69aa-4f1f-a2f4-950c28b29a3c.mp4/playlist.m3u8,/m/lander-county-nv-2026-08-27-lander-county-board-of-commissioners
brunswickcounty,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
unioncountync,legistar,https://unioncountync.legistar.com/MeetingDetail.aspx?LEGID=1256&GID=834&G=52D9E17D-BEDB-4D27-9C07-2445D451B18D,tier1,ingested,"Union County, NC",1969,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/unioncountync/unioncountync_8a726fc8-3a69-4614-a4f4-67f989d75765.mp4/playlist.m3u8,/m/union-county-nc-2026-08-17-board-of-commissioners-on-2026-08-17-6-00-pm (recovered via retry: next candidate)
douglascountynv,granicus,https://douglascountynv.granicus.com/MediaPlayer.php?view_id=1&clip_id=1872,tier3-agenda,ingested,"Douglas County, NV",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/douglascountynv/douglascountynv_9dfb9659-f036-4aed-8e0e-6c3956018438.mp4/playlist.m3u8,/m/douglas-county-nv-2026-09-03-board-of-county-commissioners (recovered via retry: next candidate)
effinghamcounty,granicus,https://effinghamcounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=1,tier3-agenda,ingested,Effingham County GA,0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/effinghamcounty/effinghamcounty_7fa0eab1-b957-4405-b50d-ef6599515068.mp4/playlist.m3u8,/m/effingham-county-ga-2025-04-11-boards-and-commissions-instructor-led-training
princegeorgescountymd,granicus,https://princegeorgescountymd.granicus.com/MediaPlayer.php?view_id=2&clip_id=5201,tier3-agenda,ingested,"Prince George&apos;s County, MD",0,0,https://archive-video.granicus.com/princegeorgescountymd/princegeorgescountymd_b8b73dee-e1fa-4643-8a9a-9259b515244e.mp4,/m/prince-george-s-county-md-2026-09-03-planning-housing-and-economic-development-c
sweetwatercountywy,granicus,https://sweetwatercountywy.granicus.com/MediaPlayer.php?view_id=1&clip_id=347,tier3-agenda,ingested,Sweetwater County WY,0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/sweetwatercountywy/sweetwatercountywy_d136d4fa-0943-4eaf-af57-3c9c68e3b1f9.mp4/playlist.m3u8,/m/sweetwater-county-wy-2026-09-01-board-of-county-commissioners
emmetcounty,granicus,https://emmetcounty.granicus.com/MediaPlayer.php?view_id=1&clip_id=2061,tier3-agenda,ingested,Emmet County,0,0,,/m/emmet-county-2026-08-26-board-of-commissioners
passaiccountynj,granicus,https://passaiccountynj.granicus.com/MediaPlayer.php?view_id=1&clip_id=58,tier3-agenda,ingested,"Passaic County, NJ",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/passaiccountynj/passaiccountynj_42e63e77-d513-44c4-ab5f-55240de5bdeb.mp4/playlist.m3u8,/m/passaic-county-nj-2023-01-04-board-of-county-commissioners-reorganization-meetin
nyecounty,granicus,https://nyecounty.granicus.com/MediaPlayer.php?view_id=3&clip_id=2138,tier3-agenda,ingested,"Nye County, NV",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/nyecounty/nyecounty_0bce2541-7194-45f3-aaf7-9e493f91435e.mp4/playlist.m3u8,/m/nye-county-nv-2026-09-01-board-of-county-commissioners-regular-meeting
ulstercountyny,granicus,https://ulstercountyny.granicus.com/MediaPlayer.php?view_id=1&clip_id=2,,resolve-failed,,,,,resolve raised: HTTP 404 for https://ulstercountyny.granicus.com/MediaPlayer.php?view_id=1&clip_id=2
geneseecountymi,legistar,https://geneseecountymi.legistar.com/MeetingDetail.aspx?LEGID=3341&GID=961&G=2E13A652-BF29-4639-8FE0-30EAE8E0E98B,tier3-agenda,ingested,Genesee County,0,0,,/m/genesee-county-mi-2026-08-31-board-of-county-commissioners
baldwincountyal,granicus,https://baldwincountyal.granicus.com/MediaPlayer.php?view_id=1&clip_id=1026,tier3-agenda,ingested,Baldwin County,0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/baldwincountyal/baldwincountyal_8493c04c-8830-438b-81b1-c3c720775173.mp4/playlist.m3u8,/m/baldwin-county-al-2026-09-01-baldwin-county-commission-regular-on-2026-09-01-10
durhamcounty,granicus,https://durhamcounty.granicus.com/MediaPlayer.php?view_id=2&clip_id=1556,tier3-agenda,ingested,"Durham County, NC",0,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/durhamcounty/durhamcounty_6474f89b-4e74-44e9-b757-e66dcc70a13a.mp4/playlist.m3u8,/m/durham-county-nc-2026-08-31-board-of-county-commissioners-archive-in-touch-with
oklahomacounty,legistar,https://oklahomacounty.legistar.com/MeetingDetail.aspx?LEGID=5652&GID=736&G=99602EA7-B638-42EB-9191-21650CED66C9,tier1,ingested,"OKLAHOMA COUNTY, OK",2633,0,https://www.youtube.com/embed/8U06Hk5W2rY,/m/oklahoma-county-ok-2026-09-03-bet-regular-meeting-09-03-2026
sanmateocounty,legistar,https://sanmateocounty.legistar.com/MeetingDetail.aspx?LEGID=1711&GID=659&G=1088EC25-A43A-408F-A57C-73C0A70269AB,tier1,ingested,"County of San Mateo, CA",11139,0,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/sanmateocounty/sanmateocounty_79ec8b74-cf54-4615-aa92-2cf2dadb18e1.mp4/playlist.m3u8,/m/county-of-san-mateo-ca-2026-08-25-board-of-supervisors-on-2026-08-25-9-00-am (retried after transient SSL error) (recovered via retry: next candidate)
okaloosacountyfl,granicus,,,no-url-found,,,,,no valid view_id 1-3 on Granicus RSS
