tenant_host,match,gov_id,strength,source,evidence,gov_name,solid_pages,needs_plumbing
www.youtube.com,channel=@CityHPIL,us:place:1734722,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/highland-park-il-2025-11-20-zoning-board-of-appeals-meeting; owner title ""City of Highland Park, Illinois""",Highland Park city,3,True
www.youtube.com,channel=@CityOfAvenal,us:place:0603302,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-avenal-ca-2026-06-08-may-28-2026-avenal-city-council-meeting-zoom-record; owner title ""City Of Avenal""",Avenal city,1,True
www.youtube.com,channel=@CityOfBrainerdMN,us:place:2707300,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/brainerd-mn-2023-07-18-city-of-brainerd-city-council-7-17-2023; owner title ""City Of Brainerd MN""",Brainerd city,2,True
www.youtube.com,channel=@CityOfCoquille,us:place:4115350,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-coquille-or-2026-08-04-august-3rd-2026-city-council-meeting; owner title ""City Of Coquille""",Coquille city,1,True
www.youtube.com,channel=@CityOfDenisonTexas,us:place:4819900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/denison-tx-2026-08-26-denison-texas-cemetery-advisory-board-meeting-august-25-20; owner title ""City of Denison Texas""",Denison city,1,True
www.youtube.com,channel=@CityOfFrostburg,us:place:2430900,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-frostburg-md-2024-05-14-mayor-and-council-work-session-14-may-2024; owner title ""City of Frostburg""",Frostburg city,3,True
www.youtube.com,channel=@CityOfHighland,us:place:0633588,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/highland-ca-2026-08-11-city-council-regular-meeting; owner title ""City of Highland""",Highland city,2,True
www.youtube.com,channel=@CityOfLewesDE,us:place:1041830,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-lewes-de-2026-08-27-revised-mayor-city-council-executive-session-27-aug; owner title ""City of Lewes, Delaware""",Lewes city,3,True
www.youtube.com,channel=@CityOfTurlock,us:place:0680812,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/turlock-ca-2026-08-11-city-council-meeting; owner title ""Turlock City Hall""",Turlock city,2,True
www.youtube.com,channel=@CityStCatharines,ca:csd:3526053,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/st-catharines-on-2019-12-02-regular-council-02-dec-2019; owner title ""City of St. Catharines (Official Page)""",St. Catharines,1,True
www.youtube.com,channel=@CityWL,ca:csd:5941009,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-williams-lake-bc-2026-08-25-regular-council-25-aug-2026; owner title ""City of Williams Lake""",Williams Lake,2,True
www.youtube.com,channel=@CityWaverlyNE,us:place:3151770,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/waverly-ne-2026-08-11-august-11-2026-waverly-ne-city-council-meeting; owner title ""City of Waverly, Nebraska""",Waverly city,1,True
www.youtube.com,channel=@City_of_Powell_River,ca:csd:5927008,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/powell-river-bc-2026-05-14-special-council-meeting-14-may-2026; owner title ""City of Powell River""",Powell River,2,True
www.youtube.com,channel=@CityofApopkaFL,us:place:1201700,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/apopka-fl-2026-08-19-development-review-committee-meeting; owner title ""City of Apopka""",Apopka city,2,True
www.youtube.com,channel=@CityofAsheville,us:place:3702140,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-asheville-nc-2026-08-19-helene-housing-recovery-board-august-19-2026; owner title ""City of Asheville""",Asheville city,1,True
www.youtube.com,channel=@CityofAventura,us:place:1202681,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-aventura-fl-2026-07-07-city-of-aventura-local-planning-agency-and-city-c; owner title ""City of Aventura""",Aventura city,1,True
www.youtube.com,channel=@CityofBelvedere,us:place:0605164,fallback,archive_study_2026-09-09,"12 solidly-identified archive page(s), e.g. /m/belvedere-ca-2026-07-13-city-council-meeting-july-13-2026; owner title ""City of Belvedere""",Belvedere city,12,True
www.youtube.com,channel=@CityofBothell,us:place:5307380,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/bothell-wa-2026-07-16-bothell-planning-commission-meeting-july-15-2026; owner title ""CityofBothell""",Bothell city,2,True
www.youtube.com,channel=@CityofCW,us:place:3911332,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/canal-winchester-oh-2025-05-07-may-7-2025-charter-review-commission-meeting; owner title ""Canal Winchester (CityofCW)""",Canal Winchester city,1,True
www.youtube.com,channel=@CityofCalistoga,us:place:0609892,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-calistoga-ca-2025-02-07-city-council-feb-04-2025; owner title ""CityofCalistoga""",Calistoga city,1,True
www.youtube.com,channel=@CityofCeres,us:place:0612524,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/ceres-ca-2026-07-15-july-13-2026-regular-city-council-meeting; owner title ""CityofCeres""",Ceres city,2,True
www.youtube.com,channel=@CityofChestermereLivestream,ca:csd:4806017,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-chestermere-ab-2026-05-05-special-meeting-of-council-05-may-2026; owner title ""City of Chestermere Livestream""",Chestermere,2,True
www.youtube.com,channel=@CityofClemsonSouthCarolina,us:place:4514950,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/clemson-sc-2025-09-03-2025-09-03-board-of-architectural-review; owner title ""City of Clemson South Carolina""",Clemson city,1,True
www.youtube.com,channel=@CityofCloverdaleCA,us:place:0614190,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/cloverdale-ca-2026-08-19-administration-subcommittee-august-19-2026; owner title ""City of Cloverdale, CA""",Cloverdale city,2,True
www.youtube.com,channel=@CityofCourtenayBC,ca:csd:5926010,fallback,archive_study_2026-09-09,"4 solidly-identified archive page(s), e.g. /m/courtenay-nd-2026-01-28-council-meeting; owner title ""City of Courtenay""",Courtenay,4,True
www.youtube.com,channel=@CityofCrandallTexas,us:place:4817504,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/crandall-tx-2026-04-06-regular-city-council-meeting-april-6-2026; owner title ""City of Crandall Texas""",Crandall city,1,True
www.youtube.com,channel=@CityofDetroitOR,us:place:4119100,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/detroit-or-2026-07-24-7-14-2026-cc-meeting; owner title ""City of Detroit Oregon""",Detroit city,1,True
www.youtube.com,channel=@CityofEastLansing,us:place:2624120,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-east-lansing-mi-2026-05-19-city-council-discussion-only-19-may-2026; owner title ""CityofEastLansing""",East Lansing city,2,True
www.youtube.com,channel=@CityofForestGroveOr,us:place:4126200,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/forest-grove-or-2025-05-13-budget-committee-meeting; owner title ""City of Forest Grove Oregon""",Forest Grove city,3,True
www.youtube.com,channel=@CityofFostoriaOhio,us:place:3928014,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/fostoria-oh-2026-06-03-fostoria-city-council-6-2-26; owner title ""City of Fostoria Ohio""",Fostoria city,2,True
www.youtube.com,channel=@CityofGardnerMassachusetts,us:place:2525485,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/gardner-ma-2026-04-07-joint-city-council-planning-board-public-hearing-april-6-2; owner title ""City of Gardner Massachusetts""",Gardner city,1,True
www.youtube.com,channel=@CityofHendersonville,us:place:4733280,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-hendersonville-tn-2026-08-12-hendersonville-board-of-mayor-aldermen-8-11; owner title ""City of Hendersonville, TN""",Hendersonville city,2,True
www.youtube.com,channel=@CityofIssaquah,us:place:5333805,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/issaquah-wa-city-council-regular-meeting-jun-01-2026; owner title ""City of Issaquah""",Issaquah city,1,True
www.youtube.com,channel=@CityofJenksOK,us:place:4037800,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-jenks-ok-2025-10-28-2025-10-28-jenks-jaa-cc-jpwa-jeda-5pm; owner title ""City of Jenks""",Jenks city,1,True
www.youtube.com,channel=@CityofKilldeer,us:place:3842700,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/killdeer-nd-2026-08-05-commission-meeting-08-03-2026; owner title ""City of Killdeer""",Killdeer city,1,True
www.youtube.com,channel=@CityofLakeport,us:place:0639710,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lakeport-ca-2024-02-21-2024-02-20-lakeport-city-council-meeting; owner title ""City of Lakeport, CA""",Lakeport city,1,True
www.youtube.com,channel=@CityofLebanonOR,us:place:4141650,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lebanon-or-2026-08-20-lebanon-oregon-planning-commission-meeting-08-19-2026; owner title ""CityofLebanonOR""",Lebanon city,1,True
www.youtube.com,channel=@CityofLosAltosCA,us:place:0643294,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/los-altos-hills-ca-2025-08-04-la-lah-senior-commission-regular-meeting; owner title ""City of Los Altos""",Los Altos Hills town,6,True
www.youtube.com,channel=@CityofLouisvilleOhio,us:place:3945094,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/2026-08-20-louisville-city-council-08-18-26; owner title ""City of Louisville Ohio""",Louisville city,1,True
www.youtube.com,channel=@CityofMalibu,us:place:0645246,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/county-of-los-angeles-ca-2026-01-12-city-council-regular-meeting-january-12-2026; owner title ""City of Malibu""",Malibu city,2,True
www.youtube.com,channel=@CityofMaumelle1,us:place:0544600,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-maumelle-ar-2026-08-17-maumelle-city-council-meeting-8-17-26; owner title ""City of Maumelle""",Maumelle city,1,True
www.youtube.com,channel=@CityofMcFarland-y4p,us:place:0644826,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/mcfarland-ca-2026-07-08-city-council-meeting; owner title ""City of McFarland""",McFarland city,1,True
www.youtube.com,channel=@CityofMenifeeCali,us:place:0646842,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-menifee-ca-2026-01-21-menifee-special-city-council-meeting-january-21-20; owner title ""City of Menifee""",Menifee city,2,True
www.youtube.com,channel=@CityofMiddletownOhio,us:place:3949840,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/middletown-oh-2024-01-23-citizen-advisory-board-01-17-2024; owner title ""City of Middletown, Ohio""",Middletown city,1,True
www.youtube.com,channel=@CityofMountPearl,ca:csd:1001542,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-mount-pearl-nl-2026-08-18-regular-public-council-meeting; owner title ""City of Mount Pearl""",Mount Pearl,2,True
www.youtube.com,channel=@CityofOakHarbor,us:place:5350360,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-oak-harbor-wa-2026-08-14-8-13-2026-arts-commission-meeting; owner title ""City of Oak Harbor""",Oak Harbor city,1,True
www.youtube.com,channel=@CityofOneidaNY,us:place:3654837,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/oneida-ny-2026-08-25-special-meeting-8-11-2026; owner title ""City of Oneida, NY""",Oneida city,1,True
www.youtube.com,channel=@CityofPortsmouth,us:place:3362900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-portsmouth-nh-2026-08-17-8-17-2026-city-council; owner title ""City of Portsmouth, New Hampshire""",Portsmouth city,1,True
www.youtube.com,channel=@CityofRidgecrest,us:place:0660704,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-ridgecrest-2026-08-06-city-council-meeting-8-5-2026; owner title ""City of Ridgecrest""",Ridgecrest city,2,True
www.youtube.com,channel=@CityofRosemount,us:place:2755726,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/rosemount-mn-2025-02-18-city-council-meeting; owner title ""City of Rosemount, MN""",Rosemount city,2,True
www.youtube.com,channel=@CityofSanClementeVideos,us:place:0665084,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-san-clemente-ca-2026-08-18-city-council-meeting-august-18-2026; owner title ""City of San Clemente""",San Clemente city,2,True
www.youtube.com,channel=@CityofSanMateo,us:place:0668252,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-san-mateo-ca-2026-01-12-city-council-special-meeting-1-12-26; owner title ""CityOfSanMateo""",San Mateo city,2,True
www.youtube.com,channel=@CityofSanRafael,us:place:0668364,fallback,archive_study_2026-09-09,"10 solidly-identified archive page(s), e.g. /m/san-rafael-ca-2026-08-20-park-recreation-commission-august-20-2026; owner title ""City of San Rafael""",San Rafael city,10,True
www.youtube.com,channel=@CityofSealBeachCouncilChambers,us:place:0670686,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-seal-beach-ca-2026-03-23-city-council-meeting-march-23-2026; owner title ""Seal Beach Council Chambers""",Seal Beach city,1,True
www.youtube.com,channel=@CityofSolvang1,us:place:0672576,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/solvang-ca-2025-11-04-planning-commission-meeting-11-03-2025; owner title ""CityofSolvang""",Solvang city,1,True
www.youtube.com,channel=@CityofSouthPasadenaFL,us:place:1267675,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/south-pasadena-fl-2026-09-01-september-1-2026-agenda-meeting-and-administrative; owner title ""City of South Pasadena, FL""",South Pasadena city,1,True
www.youtube.com,channel=@CityofSpringfieldTN,us:place:4770500,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/springfield-tn-2026-08-20-board-of-mayor-and-aldermen-meeting-august-2026; owner title ""City of Springfield, TN""",Springfield city,1,True
www.youtube.com,channel=@CityofStThomasON,ca:csd:3534021,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/2026-08-10-council-meeting; owner title ""City of St. Thomas""",St. Thomas,2,True
www.youtube.com,channel=@CityofSunsetHills,us:place:2971746,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sunset-hills-mo-2026-08-12-sunset-hills-board-of-aldermen-8-12-2026; owner title ""City of Sunset Hills""",Sunset Hills city,1,True
www.youtube.com,channel=@CityofTaylorMIYoutubeChannel,us:place:2679000,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-taylor-mi-2026-07-07-city-of-taylor-council-meeting-7-7-26; owner title ""City of Taylor, Michigan""",Taylor city,1,True
www.youtube.com,channel=@CityofVergas,us:place:2766766,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/vergas-mn-2026-01-21-vergas-city-council-meeting-1-20-26; owner title ""City of Vergas""",Vergas city,1,True
www.youtube.com,channel=@CityofWichita455,us:place:2079000,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/city-of-wichita-ks-2026-02-23-affordable-housing-review-board-monthly-meeting-ja; owner title ""City of Wichita""",Wichita city,6,True
www.youtube.com,channel=@CityofWillard,us:place:2979882,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/willard-mo-2026-08-26-board-of-alders-8-24-2026; owner title ""City of Willard""",Willard city,1,True
