tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,gov_classify_bucket
dunedin.granicus.com,"City of Dunedin, FL",us:place:1218575,"Dunedin, FL",municipality,registry,us_places.csv Dunedin city,,dunedin-fl,us,FL,dunedin-fl,yes,city
dunnellon.granicus.com,"Dunnellon, FL",us:place:1218675,"Dunnellon, FL",municipality,registry,us_places.csv Dunnellon city,,dunnellon-fl,us,FL,dunnellon-fl,no,city
tracy-ca.granicus.com,Tracy,us:place:0680238,"Tracy, CA",municipality,registry,us_places.csv Tracy city (state from subdomain tracy-ca.granicus.com),,tracy-ca,us,CA,tracy,no,city
chestermere.civicweb.net,"City of Chestermere, AB",ca:csd:4806017,"Chestermere, AB",municipality,registry,ca_csd.csv Chestermere,,chestermere-ab,ca,AB,chestermere-ab,yes,city
suffolkva.granicus.com,"City of Suffolk, VA",us:place:5176432,"Suffolk, VA",municipality,registry,us_places.csv Suffolk city,,suffolk-va,us,VA,suffolk-va,yes,city
durham.granicus.com,"City of Durham, NC",us:place:3719000,"Durham, NC",municipality,registry,us_places.csv Durham city,,durham-nc,us,NC,durham-nc,yes,city
cityofbowietx.civicweb.net,City of Bowie,us:place:4809640,"Bowie, TX",municipality,registry,us_places.csv Bowie city (state from subdomain cityofbowietx.civicweb.net),,bowie-tx,us,TX,bowie,yes,city
elkgrove.granicus.com,"City of Elk Grove, CA",us:place:0622020,"Elk Grove, CA",municipality,registry,us_places.csv Elk Grove city,,elk-grove-ca,us,CA,elk-grove-ca,yes,city
fairfax.granicus.com,"City of Fairfax, VA",us:place:5126496,"Fairfax, VA",municipality,registry,us_places.csv Fairfax city,,fairfax-va,us,VA,fairfax-va,yes,city
ciwalkermi.civicweb.net,City of Walker,,City of Walker,municipality,unresolved,no state for 'City of Walker',,city-of-walker,us,,walker,yes,city
fcva.granicus.com,"Frederick County, VA",us:county:51069,"Frederick County, VA",county,registry,us_counties.csv Frederick County,,frederick-county-va,us,VA,frederick-county-va,no,county
kerrvilletx.granicus.com,"City of Kerrville, TX",us:place:4839040,"Kerrville, TX",municipality,registry,us_places.csv Kerrville city,,kerrville-tx,us,TX,kerrville-tx,yes,city
sunnyvaleca.granicus.com,"City of Sunnyvale, CA",us:place:0677000,"Sunnyvale, CA",municipality,registry,us_places.csv Sunnyvale city,,sunnyvale-ca,us,CA,sunnyvale-ca,yes,city
gainesville.granicus.com,City of Gainesville,us:place:1225175,"Gainesville, FL",municipality,registry,us_places.csv Gainesville city (state from tenant_hints.csv gainesville.granicus.com),,gainesville-fl,us,FL,gainesville,yes,city
galesburg.granicus.com,"Galesburg, IL",us:place:1728326,"Galesburg (city), IL",municipality,registry,us_places.csv Galesburg city,,galesburg-city-il,us,IL,galesburg-il,no,city
kirkland.granicus.com,City of Kirkland,us:place:5335940,"Kirkland, WA",municipality,registry,us_places.csv Kirkland city (state from tenant_hints.csv kirkland.granicus.com),,kirkland-wa,us,WA,kirkland,yes,city
coventryri.civicweb.net,Town of Coventry,us:cousub:4400318640,"Coventry Town, RI",township,registry,us_cousubs.csv Coventry town (state from subdomain coventryri.civicweb.net),,coventry-town-ri,us,RI,town-of-coventry,yes,city
talbot-md.granicus.com,"Talbot County, MD",us:county:24041,"Talbot County, MD",county,registry,us_counties.csv Talbot County,,talbot-county-md,us,MD,talbot-county-md,no,county
lacdrp.granicus.com,"Los Angeles County, CA",us:county:06037,"Los Angeles County, CA",county,registry,us_counties.csv Los Angeles County,,los-angeles-county-ca,us,CA,los-angeles-county-ca,no,county
frenchriver.civicweb.net,"French River, ON",ca:csd:3552001,"French River, ON",municipality,registry,ca_csd.csv French River,,french-river-on,ca,ON,french-river-on,no,city
greenville.granicus.com,City of Greenville,,City of Greenville,municipality,unresolved,no state for 'City of Greenville',,city-of-greenville,us,,greenville,yes,city
taylor.granicus.com,"Taylor, MI",us:place:2679000,"Taylor, MI",municipality,registry,us_places.csv Taylor city,,taylor-mi,us,MI,taylor-mi,no,city
gulfport.granicus.com,City of Gulfport,,City of Gulfport,municipality,unresolved,no state for 'City of Gulfport',,city-of-gulfport,us,,gulfport,yes,city
frostburgcity.civicweb.net,"City of Frostburg, MD",us:place:2430900,"Frostburg, MD",municipality,registry,us_places.csv Frostburg city,,frostburg-md,us,MD,frostburg-md,yes,city
hampton.granicus.com,"City of Hampton, VA",us:place:5135000,"Hampton, VA",municipality,registry,us_places.csv Hampton city,,hampton-va,us,VA,hampton-va,yes,city
hawaiicounty.granicus.com,"Hawaii County, HI",us:county:15001,"Hawaii County, HI",county,registry,us_counties.csv Hawaii County,,hawaii-county-hi,us,HI,hawaii-county-hi,no,county
cityofgastonia.granicus.com,"City of Gastonia, NC",us:place:3725580,"Gastonia, NC",municipality,registry,us_places.csv Gastonia city,,gastonia-nc,us,NC,gastonia-nc,yes,city
hennepinmn.granicus.com,"County of Hennepin, MN",us:county:27053,"Hennepin County, MN",county,registry,us_counties.csv Hennepin County,,hennepin-county-mn,us,MN,county-of-hennepin-mn,no,county
grosseile.civicweb.net,"Township of Grosse Ile, MI",us:cousub:2616335420,"Grosse Ile Township, MI",township,registry,us_cousubs.csv Grosse Ile township,,grosse-ile-township-mi,us,MI,township-of-grosse-ile-mi,yes,city
hollywoodfl.granicus.com,"Hollywood, FL",us:place:1232000,"Hollywood, FL",municipality,registry,us_places.csv Hollywood city,,hollywood-fl,us,FL,hollywood-fl,no,city
honolulu.granicus.com,City of Honolulu,rtr:us:hi:honolulu,"City of Honolulu, HI",municipality,pinned,tenant_overrides.csv honolulu.granicus.com source=inferred_unique_name,,city-of-honolulu-hi,us,HI,honolulu,yes,city
haslet.civicweb.net,"City of Haslet, TX",us:place:4832720,"Haslet, TX",municipality,registry,us_places.csv Haslet city,,haslet-tx,us,TX,haslet-tx,yes,city
horrycounty.granicus.com,"Horry County, SC",us:county:45051,"Horry County, SC",county,registry,us_counties.csv Horry County,,horry-county-sc,us,SC,horry-county-sc,no,county
humboldt.granicus.com,"Humboldt County, CA",us:county:06023,"Humboldt County, CA",county,registry,us_counties.csv Humboldt County,,humboldt-county-ca,us,CA,humboldt-county-ca,no,county
highriver.civicweb.net,"Town of High River, AB",ca:csd:4806006,"High River, AB",municipality,registry,ca_csd.csv High River,,high-river-ab,ca,AB,town-of-high-river-ab,yes,city
laramiecounty.granicus.com,"Laramie County, WY",us:county:56021,"Laramie County, WY",county,registry,us_counties.csv Laramie County,,laramie-county-wy,us,WY,laramie-county-wy,no,county
huntingtonbeach.granicus.com,"City of Huntington Beach, CA",us:place:0636000,"Huntington Beach, CA",municipality,registry,us_places.csv Huntington Beach city,,huntington-beach-ca,us,CA,huntington-beach-ca,yes,city
huntingtonny.granicus.com,Town of Huntington,us:cousub:3610337000,"Huntington Town, NY",township,registry,us_cousubs.csv Huntington town (state from subdomain huntingtonny.granicus.com),,huntington-town-ny,us,NY,town-of-huntington,yes,city
hyattsville-md.granicus.com,"City of Hyattsville, MD",us:place:2441250,"Hyattsville, MD",municipality,registry,us_places.csv Hyattsville city,,hyattsville-md,us,MD,hyattsville-md,yes,city
ircgov.granicus.com,"Indian River County, FL",us:county:12061,"Indian River County, FL",county,registry,us_counties.csv Indian River County,,indian-river-county-fl,us,FL,indian-river-county-fl,no,county
innisfail.civicweb.net,"Innisfail, AB",ca:csd:4808008,"Innisfail, AB",municipality,registry,ca_csd.csv Innisfail,,innisfail-ab,ca,AB,innisfail-ab,no,city
jcc.granicus.com,California,rtr:us:ca:judicial-council-of-california,"Judicial Council of California, CA",court,pinned,tenant_overrides.csv jcc.granicus.com source=visual_confirmed,,judicial-council-of-california-ca,us,CA,california,no,city
cityoflewisville.granicus.com,"City of Lewisville, TX",us:place:4842508,"Lewisville, TX",municipality,registry,us_places.csv Lewisville city,,lewisville-tx,us,TX,lewisville-tx,yes,city
keybiscayne.granicus.com,"Key Biscayne, FL",us:place:1236300,"Key Biscayne, FL",municipality,registry,us_places.csv Key Biscayne village,,key-biscayne-fl,us,FL,key-biscayne-fl,no,city
unioncountync.granicus.com,"Union County, NC",us:county:37179,"Union County, NC",county,registry,us_counties.csv Union County,,union-county-nc,us,NC,union-county-nc,no,county
cityofmaricopa.granicus.com,"City of Maricopa, AZ",us:place:0444410,"Maricopa, AZ",municipality,registry,us_places.csv Maricopa city,,maricopa-az,us,AZ,maricopa-az,yes,city
vacaville.granicus.com,"City of Vacaville, CA",us:place:0681554,"Vacaville, CA",municipality,registry,us_places.csv Vacaville city,,vacaville-ca,us,CA,vacaville-ca,yes,city
lodica.granicus.com,"City of Lodi, CA",us:place:0642202,"Lodi, CA",municipality,registry,us_places.csv Lodi city,,lodi-ca,us,CA,lodi-ca,yes,city
kapuskasing.civicweb.net,"Kapuskasing, ON",ca:csd:3556066,"Kapuskasing, ON",municipality,registry,ca_csd.csv Kapuskasing,,kapuskasing-on,ca,ON,kapuskasing-on,no,city
manitowoc.granicus.com,"City of Manitowoc, WI",us:place:5548500,"Manitowoc (city), WI",municipality,registry,us_places.csv Manitowoc city,,manitowoc-city-wi,us,WI,manitowoc-wi,yes,city
manteca-ca.granicus.com,"City of Manteca, CA",us:place:0645484,"Manteca, CA",municipality,registry,us_places.csv Manteca city,,manteca-ca,us,CA,manteca-ca,yes,city
marcoisland.granicus.com,"Marco Island, FL",us:place:1243083,"Marco Island, FL",municipality,registry,us_places.csv Marco Island city,,marco-island-fl,us,FL,marco-island-fl,no,city
kenora.civicweb.net,"City of Kenora, ON",ca:csd:3560010,"Kenora, ON",municipality,registry,ca_csd.csv Kenora,,kenora-on,ca,ON,kenora-on,yes,city
marietta.granicus.com,"City of Marietta, GA",us:place:1349756,"Marietta, GA",municipality,registry,us_places.csv Marietta city,,marietta-ga,us,GA,marietta-ga,yes,city
venice.granicus.com,"Venice, FL",us:place:1273900,"Venice, FL",municipality,registry,us_places.csv Venice city,,venice-fl,us,FL,venice-fl,no,city
martin.granicus.com,"Martin County, FL",us:county:12085,"Martin County, FL",county,registry,us_counties.csv Martin County,,martin-county-fl,us,FL,martin-county-fl,no,county
cityofpt.granicus.com,"City of Port Townsend, WA",rtr:us:wa:port-townsend,"City of Port Townsend, WA",special_district,unverified,"minted from 'City of Port Townsend, WA'",,city-of-port-townsend-wa,us,WA,port-townsend-wa,yes,city
lethcounty.civicweb.net,Lethbridge County,,Lethbridge County,county,unresolved,no state for 'Lethbridge County',,lethbridge-county,us,,lethbridge-county,no,county
mendocino.granicus.com,"Mendocino County, CA",us:county:06045,"Mendocino County, CA",county,registry,us_counties.csv Mendocino County,,mendocino-county-ca,us,CA,mendocino-county-ca,no,county
mallorytown.civicweb.net,"Township of Front of Yonge, ON",ca:csd:3507017,"Front of Yonge, ON",municipality,registry,ca_csd.csv Front of Yonge,,front-of-yonge-on,ca,ON,township-of-front-of-yonge-on,yes,city
virginia-house.granicus.com,Virginia,us:state:51,State of Virginia,state,pinned,tenant_overrides.csv virginia-house.granicus.com source=visual_confirmed,,state-of-virginia,us,VA,virginia,no,city
metro.granicus.com,"Los Angeles County, CA",rtr:us:ca:los-angeles-county-metropolitan-transportation-authority,"Los Angeles County Metropolitan Transportation Authority, CA",county,pinned,tenant_overrides.csv metro.granicus.com source=architecture_doc_1_3,,los-angeles-county-metropolitan-transportation-authority-ca,us,CA,los-angeles-county-ca,no,county
mclendon-chisholm.civicweb.net,"City of McLendon-Chisholm, TX",us:place:4845804,"McLendon-Chisholm, TX",municipality,registry,us_places.csv McLendon-Chisholm city,,mclendon-chisholm-tx,us,TX,mclendon-chisholm-tx,yes,city
missionviejo.granicus.com,"City of Mission Viejo, CA",us:place:0648256,"Mission Viejo, CA",municipality,registry,us_places.csv Mission Viejo city,,mission-viejo-ca,us,CA,mission-viejo-ca,yes,city
cityofrsm.granicus.com,"City of Rancho Santa Margarita, CA",us:place:0659587,"Rancho Santa Margarita, CA",municipality,registry,us_places.csv Rancho Santa Margarita city,,rancho-santa-margarita-ca,us,CA,rancho-santa-margarita-ca,yes,city
millcreek.civicweb.net,"Mill Creek, WA",us:place:5345865,"Mill Creek, WA",municipality,registry,us_places.csv Mill Creek city,,mill-creek-wa,us,WA,mill-creek-wa,no,city
mooresvillenc.granicus.com,"Mooresville, NC",us:place:3744220,"Mooresville, NC",municipality,registry,us_places.csv Mooresville town,,mooresville-nc,us,NC,mooresville-nc,no,city
mountainviewcounty.civicweb.net,Mountain View County,,Mountain View County,county,unresolved,no state for 'Mountain View County',,mountain-view-county,us,,mountain-view-county,no,county
wake.granicus.com,"Wake County, NC",us:county:37183,"Wake County, NC",county,registry,us_counties.csv Wake County,,wake-county-nc,us,NC,wake-county-nc,no,county
manhattanbeach.granicus.com,City of Manhattan Beach,us:place:0645400,"Manhattan Beach, CA",municipality,registry,us_places.csv Manhattan Beach city (state from tenant_hints.csv manhattanbeach.granicus.com),,manhattan-beach-ca,us,CA,manhattan-beach,yes,city
newbraunfels.granicus.com,"City of New Braunfels, TX",us:place:4850820,"New Braunfels, TX",municipality,registry,us_places.csv New Braunfels city,,new-braunfels-tx,us,TX,new-braunfels-tx,yes,city
washoe-nv.granicus.com,"Washoe County, NV",us:county:32031,"Washoe County, NV",county,registry,us_counties.csv Washoe County,,washoe-county-nv,us,NV,washoe-county-nv,no,county
novato.granicus.com,"City of Novato, CA",us:place:0652582,"Novato, CA",municipality,registry,us_places.csv Novato city,,novato-ca,us,CA,novato-ca,yes,city
margatefl.granicus.com,"Margate, FL",us:place:1243125,"Margate, FL",municipality,registry,us_places.csv Margate city,,margate-fl,us,FL,margate-fl,no,city
muskokalakes.civicweb.net,"Muskoka Lakes, ON",ca:csd:3544053,"Muskoka Lakes, ON",municipality,registry,ca_csd.csv Muskoka Lakes,,muskoka-lakes-on,ca,ON,muskoka-lakes-on,no,city
oak-park.granicus.com,"Oak Park, IL",us:place:1754885,"Oak Park, IL",municipality,registry,us_places.csv Oak Park village,,oak-park-il,us,IL,oak-park-il,no,city
oaklandparkfl.granicus.com,"City of Oakland Park, FL",us:place:1250575,"Oakland Park, FL",municipality,registry,us_places.csv Oakland Park city,,oakland-park-fl,us,FL,oakland-park-fl,yes,city
oakley.granicus.com,"City of Oakley, CA",us:place:0653070,"Oakley, CA",municipality,registry,us_places.csv Oakley city,,oakley-ca,us,CA,oakley-ca,yes,city
newtecumseth.civicweb.net,"New Tecumseth, ON",ca:csd:3543007,"New Tecumseth, ON",municipality,registry,ca_csd.csv New Tecumseth,,new-tecumseth-on,ca,ON,new-tecumseth-on,no,city
westlakevillage.granicus.com,"Westlake Village, CA",us:place:0684438,"Westlake Village, CA",municipality,registry,us_places.csv Westlake Village city,,westlake-village-ca,us,CA,westlake-village-ca,no,city
ocala.granicus.com,"Ocala, FL",us:place:1250750,"Ocala, FL",municipality,registry,us_places.csv Ocala city,,ocala-fl,us,FL,ocala-fl,no,city
okeechobee.granicus.com,"Okeechobee County, FL",us:county:12093,"Okeechobee County, FL",county,registry,us_counties.csv Okeechobee County,,okeechobee-county-fl,us,FL,okeechobee-county-fl,no,county
payson.granicus.com,Town of Payson,us:place:0453700,"Payson, AZ",municipality,registry,us_places.csv Payson town (state from tenant_hints.csv payson.granicus.com),,payson-az,us,AZ,town-of-payson,yes,city
newtonkansas.civicweb.net,City of Newton,,City of Newton,municipality,unresolved,no state for 'City of Newton',,city-of-newton,us,,newton,yes,city
wilmington.granicus.com,City of Wilmington,us:place:3774440,"Wilmington, NC",municipality,registry,us_places.csv Wilmington city (state from tenant_hints.csv wilmington.granicus.com),,wilmington-nc,us,NC,wilmington,yes,city
pinecrest.granicus.com,"Village of Pinecrest, FL",us:place:1256625,"Pinecrest, FL",municipality,registry,us_places.csv Pinecrest village,,pinecrest-fl,us,FL,village-of-pinecrest-fl,yes,city
pinellas.granicus.com,"Pinellas County, FL",us:county:12103,"Pinellas County, FL",county,registry,us_counties.csv Pinellas County,,pinellas-county-fl,us,FL,pinellas-county-fl,no,county
pittsburg.granicus.com,"City of Pittsburg, CA",us:place:0657456,"Pittsburg, CA",municipality,registry,us_places.csv Pittsburg city,,pittsburg-ca,us,CA,pittsburg-ca,yes,city
newtowntownship.civicweb.net,Township of Newtown,,Township of Newtown,township,unresolved,no state for 'Township of Newtown',,township-of-newtown,us,,township-of-newtown,yes,city
dakota.granicus.com,County of Dakota,us:county:27037,"Dakota County, MN",county,registry,us_counties.csv Dakota County (state from tenant_hints.csv dakota.granicus.com),,dakota-county-mn,us,MN,county-of-dakota,no,county
oliverpaipoonge.civicweb.net,"Oliver Paipoonge, ON",ca:csd:3558011,"Oliver Paipoonge, ON",municipality,registry,ca_csd.csv Oliver Paipoonge,,oliver-paipoonge-on,ca,ON,oliver-paipoonge-on,no,city
milwaukeecounty.granicus.com,"Milwaukee County, WI",us:county:55079,"Milwaukee County, WI",county,registry,us_counties.csv Milwaukee County,,milwaukee-county-wi,us,WI,milwaukee-county-wi,no,county
powellriver.civicweb.net,"Powell River, BC",ca:csd:5927008,"Powell River, BC",municipality,registry,ca_csd.csv Powell River,,powell-river-bc,ca,BC,powell-river-bc,no,city
puntagorda.granicus.com,"City of Punta Gorda, FL",us:place:1259200,"Punta Gorda, FL",municipality,registry,us_places.csv Punta Gorda city,,punta-gorda-fl,us,FL,punta-gorda-fl,yes,city
pwcgov.granicus.com,"Prince William County, VA",us:county:51153,"Prince William County, VA",county,registry,us_counties.csv Prince William County,,prince-william-county-va,us,VA,prince-william-county-va,no,county
lincoln.granicus.com,"City of Lincoln, CA",us:place:0641474,"Lincoln, CA",municipality,registry,us_places.csv Lincoln city,,lincoln-ca,us,CA,lincoln-ca,yes,city
reddingca.granicus.com,"City of Redding, CA",us:place:0659920,"Redding, CA",municipality,registry,us_places.csv Redding city,,redding-ca,us,CA,redding-ca,yes,city
quesnel.civicweb.net,"Quesnel, BC",ca:csd:5941013,"Quesnel, BC",municipality,registry,ca_csd.csv Quesnel,,quesnel-bc,ca,BC,quesnel-bc,no,city
ridemetro.granicus.com,"Harris County, TX",us:county:48201,"Harris County, TX",county,registry,us_counties.csv Harris County,,harris-county-tx,us,TX,harris-county-tx,no,county
mokena.granicus.com,"Village of Mokena, IL",us:place:1749854,"Mokena, IL",municipality,registry,us_places.csv Mokena village,,mokena-il,us,IL,village-of-mokena-il,yes,city
ryebrook.civicweb.net,"Village of Rye Brook, NY",us:place:3664325,"Rye Brook, NY",municipality,registry,us_places.csv Rye Brook village,,rye-brook-ny,us,NY,village-of-rye-brook-ny,yes,city
torbay.civicweb.net,"Torbay, NL",ca:csd:1001509,"Torbay, NL",municipality,registry,ca_csd.csv Torbay,,torbay-nl,ca,NL,torbay-nl,no,city
townofvulcan.civicweb.net,"Town of Vulcan, AB",rtr:ca:ab:vulcan,"Town of Vulcan, AB",municipality,unverified,"minted from 'Town of Vulcan, AB'",,town-of-vulcan-ab,ca,AB,town-of-vulcan-ab,yes,city
tumblerridge.civicweb.net,"Tumbler Ridge, BC",ca:csd:5955003,"Tumbler Ridge, BC",municipality,registry,ca_csd.csv Tumbler Ridge,,tumbler-ridge-bc,ca,BC,tumbler-ridge-bc,no,city
wasagabeach.civicweb.net,"Wasaga Beach, ON",ca:csd:3543064,"Wasaga Beach, ON",municipality,registry,ca_csd.csv Wasaga Beach,,wasaga-beach-on,ca,ON,wasaga-beach-on,no,city
waxhaw.civicweb.net,"Town of Waxhaw, NC",us:place:3771460,"Waxhaw, NC",municipality,registry,us_places.csv Waxhaw town,,waxhaw-nc,us,NC,town-of-waxhaw-nc,yes,city
westperth.civicweb.net,"West Perth, ON",ca:csd:3531025,"West Perth, ON",municipality,registry,ca_csd.csv West Perth,,west-perth-on,ca,ON,west-perth-on,no,city
wetaskiwin.civicweb.net,"Wetaskiwin, AB",ca:csd:4811002,"Wetaskiwin, AB",municipality,registry,ca_csd.csv Wetaskiwin,,wetaskiwin-ab,ca,AB,wetaskiwin-ab,no,city
whitewaterregion.civicweb.net,"Whitewater Region, ON",rtr:ca:on:whitewater-region,"Whitewater Region, ON",county,unverified,"minted from 'Whitewater Region, ON'",,whitewater-region-on,ca,ON,whitewater-region-on,no,county
hearst.civicweb.net,"Town of Hearst, ON",ca:csd:3556076,"Hearst, ON",municipality,registry,ca_csd.csv Hearst,,hearst-on,ca,ON,town-of-hearst-on,yes,city
townofryeny.civicweb.net,Town of Rye,us:cousub:3611964320,"Rye (town), NY",township,registry,us_cousubs.csv Rye town (state from subdomain townofryeny.civicweb.net),,rye-town-ny,us,NY,town-of-rye,yes,city
silverthorne.civicweb.net,"Town of Silverthorne, CO",us:place:0870525,"Silverthorne, CO",municipality,registry,us_places.csv Silverthorne town,,silverthorne-co,us,CO,town-of-silverthorne-co,yes,city
townofchenango.civicweb.net,"Town of Chenango, NY",us:cousub:3600715110,"Chenango Town, NY",township,registry,us_cousubs.csv Chenango town,,chenango-town-ny,us,NY,town-of-chenango-ny,yes,city
georgianbay.civicweb.net,"Georgian Bay, ON",ca:csd:3544065,"Georgian Bay, ON",municipality,registry,ca_csd.csv Georgian Bay,,georgian-bay-on,ca,ON,georgian-bay-on,no,city
greyhighlands.civicweb.net,"Grey Highlands, ON",ca:csd:3542015,"Grey Highlands, ON",municipality,registry,ca_csd.csv Grey Highlands,,grey-highlands-on,ca,ON,grey-highlands-on,no,city
brighton.civicweb.net,Brighton,,Brighton,other,unresolved,no state for 'Brighton',,brighton,us,,brighton,no,city
nelson.civicweb.net,City of Nelson,,City of Nelson,municipality,unresolved,no state for 'City of Nelson',,city-of-nelson,us,,nelson,yes,city
tofino.civicweb.net,"Tofino, BC",ca:csd:5923025,"Tofino, BC",municipality,registry,ca_csd.csv Tofino,,tofino-bc,ca,BC,tofino-bc,no,city
williamslake.civicweb.net,"City of Williams Lake, BC",ca:csd:5941009,"Williams Lake, BC",municipality,registry,ca_csd.csv Williams Lake,,williams-lake-bc,ca,BC,williams-lake-bc,yes,city
lewes.civicweb.net,"City of Lewes, DE",us:place:1041830,"Lewes, DE",municipality,registry,us_places.csv Lewes city,,lewes-de,us,DE,lewes-de,yes,city
severn.civicweb.net,Township of Severn,us:cousub:3809371860,"Severn Township, ND",township,registry,us_cousubs.csv Severn township,,severn-township-nd,us,ND,township-of-severn,yes,city
centralelgin.civicweb.net,"Central Elgin, ON",ca:csd:3534020,"Central Elgin, ON",municipality,registry,ca_csd.csv Central Elgin,,central-elgin-on,ca,ON,central-elgin-on,no,city
greaternapanee.civicweb.net,"Greater Napanee, ON",ca:csd:3511015,"Greater Napanee, ON",municipality,registry,ca_csd.csv Greater Napanee,,greater-napanee-on,ca,ON,greater-napanee-on,no,city
eastgwillimbury.civicweb.net,"East Gwillimbury, ON",ca:csd:3519054,"East Gwillimbury, ON",municipality,registry,ca_csd.csv East Gwillimbury,,east-gwillimbury-on,ca,ON,east-gwillimbury-on,no,city
meaford.civicweb.net,"Meaford, ON",ca:csd:3542047,"Meaford, ON",municipality,registry,ca_csd.csv Meaford,,meaford-on,ca,ON,meaford-on,no,city
northernbrucepeninsula.civicweb.net,"Northern Bruce Peninsula, ON",ca:csd:3541069,"Northern Bruce Peninsula, ON",municipality,registry,ca_csd.csv Northern Bruce Peninsula,,northern-bruce-peninsula-on,ca,ON,northern-bruce-peninsula-on,no,city
ramara.civicweb.net,"Township of Ramara, ON",ca:csd:3543019,"Ramara, ON",municipality,registry,ca_csd.csv Ramara,,ramara-on,ca,ON,township-of-ramara-on,yes,city
sarnia.civicweb.net,"Sarnia, ON",ca:csd:3538030,"Sarnia, ON",municipality,registry,ca_csd.csv Sarnia,,sarnia-on,ca,ON,sarnia-on,no,city
al-owenscrossroads.civicplus.com,"City of Owens Cross Roads, AL",us:place:0157504,"Owens Cross Roads, AL",municipality,registry,us_places.csv Owens Cross Roads city,,owens-cross-roads-al,us,AL,owens-cross-roads-al,yes,city
me-skowhegan2.civicplus.com,"Town of Skowhegan, ME",us:cousub:2302568910,"Skowhegan Town, ME",township,registry,us_cousubs.csv Skowhegan town,,skowhegan-town-me,us,ME,town-of-skowhegan-me,yes,city
mi-caledoniachartertownship.civicplus.com,Caledonia Township,rtr:us:mi:caledonia-township,"Caledonia Township, MI",township,unverified,minted from 'Caledonia Township',,caledonia-township-mi,us,MI,caledonia-township,no,city
mo-brentwood4.civicplus.com,"Brentwood, MO",us:place:2908236,"Brentwood, MO",municipality,registry,us_places.csv Brentwood city,,brentwood-mo,us,MO,brentwood-mo,no,city
pa-mediaborough.civicplus.com,Media Borough,us:place:4248480,"Media, PA",municipality,registry,us_places.csv Media borough (state from tenant_hints.csv pa-mediaborough.civicplus.com),,media-pa,us,PA,media-borough,no,city
ca-clearlake.civicplus.com,"City of Clearlake, CA",us:place:0613945,"Clearlake, CA",municipality,registry,us_places.csv Clearlake city,,clearlake-ca,us,CA,clearlake-ca,yes,city
ca-farmersville.civicplus.com,Farmersville,us:place:0623616,"Farmersville, CA",municipality,registry,us_places.csv Farmersville city (state from tenant_hints.csv ca-farmersville.civicplus.com),,farmersville-ca,us,CA,farmersville,no,city
ca-lahabraheights.civicplus.com,"City of La Habra Heights, CA",us:place:0639304,"La Habra Heights, CA",municipality,registry,us_places.csv La Habra Heights city,,la-habra-heights-ca,us,CA,la-habra-heights-ca,yes,city
ca-losalamitos.civicplus.com,"Los Alamitos, CA",us:place:0643224,"Los Alamitos, CA",municipality,registry,us_places.csv Los Alamitos city,,los-alamitos-ca,us,CA,los-alamitos-ca,no,city
ca-ventura.civicplus.com,City of Ventura,us:place:1980580,"Ventura, IA",municipality,registry,us_places.csv Ventura city,,ventura-ia,us,IA,ventura,yes,city
ca-willits.civicplus.com,"Willits, CA",us:place:0685600,"Willits, CA",municipality,registry,us_places.csv Willits city,,willits-ca,us,CA,willits-ca,no,city
co-fraser.civicplus.com,Town of Fraser,us:place:0828305,"Fraser, CO",municipality,registry,us_places.csv Fraser town (state from tenant_hints.csv co-fraser.civicplus.com),,fraser-co,us,CO,town-of-fraser,yes,city
co-fruita.civicplus.com,"City of Fruita, CO",us:place:0828745,"Fruita, CO",municipality,registry,us_places.csv Fruita city,,fruita-co,us,CO,fruita-co,yes,city
co-palmerlake.civicplus.com,"Town of Palmer Lake, CO",us:place:0857025,"Palmer Lake, CO",municipality,registry,us_places.csv Palmer Lake town,,palmer-lake-co,us,CO,town-of-palmer-lake-co,yes,city
fl-aventura.civicplus.com,"City of Aventura, FL",us:place:1202681,"Aventura, FL",municipality,registry,us_places.csv Aventura city,,aventura-fl,us,FL,aventura-fl,yes,city
fl-crestview.civicplus.com,City of Crestview,us:place:1215475,"Crestview, FL",municipality,registry,us_places.csv Crestview city (state from tenant_hints.csv fl-crestview.civicplus.com),,crestview-fl,us,FL,crestview,yes,city
fl-portorange.civicplus.com,"Port Orange, FL",rtr:us:fl:port-orange,"Port Orange, FL",special_district,unverified,"minted from 'Port Orange, FL'",,port-orange-fl,us,FL,port-orange-fl,no,city
ga-avondaleestates.civicplus.com,"City of Avondale Estates, GA",us:place:1304644,"Avondale Estates, GA",municipality,registry,us_places.csv Avondale Estates city,,avondale-estates-ga,us,GA,avondale-estates-ga,yes,city
ga-rome.civicplus.com,City of Rome,us:place:1366668,"Rome, GA",municipality,registry,us_places.csv Rome city (state from tenant_hints.csv ga-rome.civicplus.com),,rome-ga,us,GA,rome,yes,city
ga-walnutgrove.civicplus.com,"Walnut Grove, GA",us:place:1380228,"Walnut Grove, GA",municipality,registry,us_places.csv Walnut Grove city,,walnut-grove-ga,us,GA,walnut-grove-ga,no,city
ga-watkinsville.civicplus.com,"Watkinsville, GA",us:place:1380788,"Watkinsville, GA",municipality,registry,us_places.csv Watkinsville city,,watkinsville-ga,us,GA,watkinsville-ga,no,city
