input_set,gov_id,gov_name,gov_type,tier,jurisdiction,tenant_host,evidence
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:videoplayer.telvue.com,Unidentified government (videoplayer.telvue.com),other,blank,,videoplayer.telvue.com,nothing extracted
archive,rtr:unknown:vod-allencounty.cablecast.tv,Unidentified government (vod-allencounty.cablecast.tv),other,blank,,vod-allencounty.cablecast.tv,nothing extracted
archive,rtr:unknown:vod-eagan.cablecast.tv,Unidentified government (vod-eagan.cablecast.tv),other,blank,,vod-eagan.cablecast.tv,nothing extracted
archive,rtr:unknown:vod-framingham.cablecast.tv,Unidentified government (vod-framingham.cablecast.tv),other,blank,,vod-framingham.cablecast.tv,nothing extracted
archive,rtr:unknown:vsctv.cablecast.tv,Unidentified government (vsctv.cablecast.tv),other,blank,,vsctv.cablecast.tv,nothing extracted
archive,rtr:unknown:waukee.gov,Unidentified government (waukee.gov),other,blank,,waukee.gov,nothing extracted
archive,rtr:unknown:wausau-wi.cablecast.tv,Unidentified government (wausau-wi.cablecast.tv),other,blank,,wausau-wi.cablecast.tv,nothing extracted
archive,rtr:unknown:wbrw.cablecast.tv,Unidentified government (wbrw.cablecast.tv),other,blank,,wbrw.cablecast.tv,nothing extracted
archive,rtr:unknown:wbrw.cablecast.tv,Unidentified government (wbrw.cablecast.tv),other,blank,,wbrw.cablecast.tv,nothing extracted
archive,rtr:unknown:westernhills.cablecast.tv,Unidentified government (westernhills.cablecast.tv),other,blank,,westernhills.cablecast.tv,nothing extracted
archive,rtr:unknown:wilson-co-schools.cablecast.tv,Unidentified government (wilson-co-schools.cablecast.tv),other,blank,,wilson-co-schools.cablecast.tv,nothing extracted
archive,rtr:unknown:wilson-co-schools.cablecast.tv,Unidentified government (wilson-co-schools.cablecast.tv),other,blank,,wilson-co-schools.cablecast.tv,nothing extracted
archive,rtr:unknown:wilson-co-schools.cablecast.tv,Unidentified government (wilson-co-schools.cablecast.tv),other,blank,,wilson-co-schools.cablecast.tv,nothing extracted
archive,rtr:unknown:wmcf.cablecast.tv,Unidentified government (wmcf.cablecast.tv),other,blank,,wmcf.cablecast.tv,nothing extracted
archive,rtr:unknown:wmcf.cablecast.tv,Unidentified government (wmcf.cablecast.tv),other,blank,,wmcf.cablecast.tv,nothing extracted
archive,rtr:unknown:wmcf.cablecast.tv,Unidentified government (wmcf.cablecast.tv),other,blank,,wmcf.cablecast.tv,nothing extracted
archive,rtr:unknown:woodlandscvb.new.swagit.com,Unidentified government (woodlandscvb.new.swagit.com),other,blank,,woodlandscvb.new.swagit.com,nothing extracted
archive,rtr:unknown:wpcommunitymedia.new.swagit.com,Unidentified government (wpcommunitymedia.new.swagit.com),other,blank,,wpcommunitymedia.new.swagit.com,nothing extracted
archive,rtr:unknown:www.mediafire.com,Unidentified government (www.mediafire.com),other,blank,,www.mediafire.com,nothing extracted
archive,rtr:unknown:www.newcastlede.gov,Unidentified government (www.newcastlede.gov),other,blank,,www.newcastlede.gov,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:www.youtube.com,Unidentified government (www.youtube.com),other,blank,,www.youtube.com,nothing extracted
archive,rtr:unknown:yourtown.cablecast.tv,Unidentified government (yourtown.cablecast.tv),other,blank,,yourtown.cablecast.tv,nothing extracted
archive,rtr:unknown:yourtown.cablecast.tv,Unidentified government (yourtown.cablecast.tv),other,blank,,yourtown.cablecast.tv,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:unknown:youtu.be,Unidentified government (youtu.be),other,blank,,youtu.be,nothing extracted
archive,rtr:us:ak:juneau,"Juneau, AK",other,unverified,"Juneau, AK",juneauak.portal.civicclerk.com,"minted from 'Juneau, AK'"
archive,rtr:us:ak:juneau,"Juneau, AK",other,unverified,"Juneau, AK",www.youtube.com,"minted from 'Juneau, AK'"
ledger,rtr:us:ak:juneau,"Juneau, AK",other,unverified,"Juneau, AK",juneau-ak.municodemeetings.com,"minted from 'Juneau, AK'"
archive,rtr:us:al:city-of,"City of, AL",municipality,unverified,City of Al,allentownpa.granicus.com,minted from 'City of Al'
archive,rtr:us:az:lake-havasu,"City of Lake Havasu, AZ",municipality,unverified,"City of Lake Havasu, AZ",lakehavasucity.granicus.com,"minted from 'City of Lake Havasu, AZ'"
archive,rtr:us:ca:auburn,"The City of Auburn, CA",other,unverified,"The City of Auburn, CA",auburn.granicus.com,"minted from 'The City of Auburn, CA'"
archive,rtr:us:ca:california-state-personnel-board,"California State Personnel Board, CA",other,pinned,California State Personnel Board,spb.granicus.com,tenant_overrides.csv spb.granicus.com source=visual_confirmed
archive,rtr:us:ca:carpinteria-valley-water-district,"Carpinteria Valley Water District, CA",special_district,unverified,"Carpinteria Valley Water District, CA",cvwd.granicus.com,"minted from 'Carpinteria Valley Water District, CA'"
archive,rtr:us:ca:cerritos-college,"Cerritos College, CA",school_district,unverified,"Cerritos College, CA",cerritos.new.swagit.com,"minted from 'Cerritos College, CA'"
archive,rtr:us:ca:cerritos-college,"Cerritos College, CA",school_district,unverified,"Cerritos College, CA",cerritos.new.swagit.com,"minted from 'Cerritos College, CA'"
archive,rtr:us:ca:coachella-valley-water-district,"Coachella Valley Water District, CA",special_district,pinned,,cvwd.primegov.com,tenant_overrides.csv cvwd.primegov.com source=architecture_doc_1_3
archive,rtr:us:ca:coachella-valley-water-district,"Coachella Valley Water District, CA",special_district,pinned,"City of Indio, CA",cvwd.primegov.com,tenant_overrides.csv cvwd.primegov.com source=architecture_doc_1_3
ledger,rtr:us:ca:coachella-valley-water-district,"Coachella Valley Water District, CA",special_district,pinned,"City of Indio, CA",cvwd.primegov.com,tenant_overrides.csv cvwd.primegov.com source=architecture_doc_1_3
archive,rtr:us:ca:contra-costa-transportation-authority,"Contra Costa Transportation Authority, CA",special_district,pinned,"Contra Costa Transportation Authority, CA",ccta.primegov.com,tenant_overrides.csv ccta.primegov.com source=known_domains
archive,rtr:us:ca:contra-costa-transportation-authority,"Contra Costa Transportation Authority, CA",special_district,pinned,"Contra Costa Transportation Authority, CA",ccta.primegov.com,tenant_overrides.csv ccta.primegov.com source=known_domains
archive,rtr:us:ca:contra-costa-transportation-authority,"Contra Costa Transportation Authority, CA",special_district,pinned,"Contra Costa Transportation Authority, CA",ccta.primegov.com,tenant_overrides.csv ccta.primegov.com source=known_domains
ledger,rtr:us:ca:contra-costa-transportation-authority,"Contra Costa Transportation Authority, CA",special_district,pinned,"Contra Costa Transportation Authority, CA",ccta.primegov.com,tenant_overrides.csv ccta.primegov.com source=known_domains
archive,rtr:us:ca:costa-mesa-sanitary-district,"Costa Mesa Sanitary District, CA",special_district,pinned,"Costa Mesa Sanitary District, CA",pub-cmsd.escribemeetings.com,tenant_overrides.csv pub-cmsd.escribemeetings.com source=known_domains
archive,rtr:us:ca:costa-mesa-sanitary-district,"Costa Mesa Sanitary District, CA",special_district,pinned,"Costa Mesa Sanitary District, CA",pub-cmsd.escribemeetings.com,tenant_overrides.csv pub-cmsd.escribemeetings.com source=known_domains
ledger,rtr:us:ca:costa-mesa-sanitary-district,"Costa Mesa Sanitary District, CA",special_district,pinned,"Costa Mesa Sanitary District, CA",pub-cmsd.escribemeetings.com,tenant_overrides.csv pub-cmsd.escribemeetings.com source=known_domains
archive,rtr:us:ca:cosumnes-community-services-district,"Cosumnes Community Services District, CA",special_district,pinned,,cosumnescommunityservices.portal.civicclerk.com,tenant_overrides.csv cosumnescommunityservices.portal.civicclerk.com source=known_domains
archive,rtr:us:ca:east-bay-regional-park-district,"East Bay Regional Park District, CA",special_district,pinned,"East Bay Regional Park District, CA",ebparks.new.swagit.com,tenant_overrides.csv ebparks.new.swagit.com source=auto_derived
archive,rtr:us:ca:huntington-park,"The City of Huntington Park, CA",other,unverified,"The City of Huntington Park, CA",huntingtonpark.granicus.com,"minted from 'The City of Huntington Park, CA'"
archive,rtr:us:ca:judicial-council-of-california,"Judicial Council of California, CA",court,pinned,J Cc,jcc.granicus.com,tenant_overrides.csv jcc.granicus.com source=visual_confirmed
