gov_id,gov_name,gov_type,country,state,place_geoid,county_fips,sgc_code,nces_lea_id,cog_id,aliases,source,evidence
rtr:us:xx:city-of-mansfield,City of Mansfield,municipality,us,,,,,,,City of Mansfield,minted,no national table covers this government
rtr:us:xx:city-of-marion,City of Marion,municipality,us,,,,,,,City of Marion,minted,no national table covers this government
rtr:us:xx:city-of-middletown,City of Middletown,municipality,us,,,,,,,City of Middletown,minted,no national table covers this government
rtr:us:xx:city-of-midland,City of Midland,municipality,us,,,,,,,City of Midland,minted,no national table covers this government
rtr:us:xx:city-of-mission,City of Mission,municipality,us,,,,,,,City of Mission,minted,no national table covers this government
rtr:us:xx:city-of-nelson,City of Nelson,municipality,us,,,,,,,City of Nelson,minted,no national table covers this government
rtr:us:xx:city-of-new-carlisle,City of New Carlisle,municipality,us,,,,,,,City of New Carlisle,minted,no national table covers this government
rtr:us:xx:city-of-new-franklin,City of New Franklin,municipality,us,,,,,,,City of New Franklin,minted,no national table covers this government
rtr:us:xx:city-of-newton,City of Newton,municipality,us,,,,,,,City of Newton,minted,no national table covers this government
rtr:us:xx:city-of-northfield,City of Northfield,municipality,us,,,,,,,City of Northfield,minted,no national table covers this government
rtr:us:xx:city-of-oak-harbor,City of Oak Harbor,municipality,us,,,,,,,City of Oak Harbor,minted,no national table covers this government
rtr:us:xx:city-of-orange,City of Orange,municipality,us,,,,,,,City of Orange,minted,no national table covers this government
rtr:us:xx:city-of-palm-springs,City of Palm Springs,municipality,us,,,,,,,City of Palm Springs,minted,no national table covers this government
rtr:us:xx:city-of-palo-alto-amending-section,City of Palo Alto Amending Section,municipality,us,,,,,,,City of Palo Alto Amending Section,minted,no national table covers this government
rtr:us:xx:city-of-park-ridge,City of Park Ridge,municipality,us,,,,,,,City of Park Ridge,minted,no national table covers this government
rtr:us:xx:city-of-pasadena,City of Pasadena,municipality,us,,,,,,,City of Pasadena,minted,no national table covers this government
rtr:us:xx:city-of-pensacola,City of Pensacola,municipality,us,,,,,,,City of Pensacola,minted,no national table covers this government
rtr:us:xx:city-of-phoenix,City of Phoenix,municipality,us,,,,,,,City of Phoenix,minted,no national table covers this government
rtr:us:xx:city-of-pilot-point,City of Pilot Point,municipality,us,,,,,,,City of Pilot Point,minted,no national table covers this government
rtr:us:xx:city-of-plantation,City of Plantation,municipality,us,,,,,,,City of Plantation,minted,no national table covers this government
rtr:us:xx:city-of-pleasant-hill,City of Pleasant Hill,municipality,us,,,,,,,City of Pleasant Hill,minted,no national table covers this government
rtr:us:xx:city-of-plymouth,City of Plymouth,municipality,us,,,,,,,City of Plymouth,minted,no national table covers this government
rtr:us:xx:city-of-portage,City of Portage,municipality,us,,,,,,,City of Portage,minted,no national table covers this government
rtr:us:xx:city-of-portland,City of Portland,municipality,us,,,,,,,City of Portland,minted,no national table covers this government
rtr:us:xx:city-of-richmond,City of Richmond,municipality,us,,,,,,,City of Richmond,minted,no national table covers this government
rtr:us:xx:city-of-richwood-texas,City of Richwood Texas,municipality,us,,,,,,,City of Richwood Texas,minted,no national table covers this government
rtr:us:xx:city-of-ridgecrest,City of Ridgecrest,municipality,us,,,,,,,City of Ridgecrest,minted,no national table covers this government
rtr:us:xx:city-of-rome,City of Rome,municipality,us,,,,,,,City of Rome,minted,no national table covers this government
rtr:us:xx:city-of-san-marcos,City of San Marcos,municipality,us,,,,,,,City of San Marcos,minted,no national table covers this government
rtr:us:xx:city-of-sandy,City of Sandy,municipality,us,,,,,,,City of Sandy,minted,no national table covers this government
rtr:us:xx:city-of-saratoga-springs,City of Saratoga Springs,municipality,us,,,,,,,City of Saratoga Springs,minted,no national table covers this government
rtr:us:xx:city-of-sb,"City of Sb""",municipality,us,,,,,,,"City of Sb""",minted,no national table covers this government
rtr:us:xx:city-of-sebastopol,City of Sebastopol,municipality,us,,,,,,,City of Sebastopol,minted,no national table covers this government
rtr:us:xx:city-of-seminole,City of Seminole,municipality,us,,,,,,,City of Seminole,minted,no national table covers this government
rtr:us:xx:city-of-sitka,City of Sitka,municipality,us,,,,,,,City of Sitka,minted,no national table covers this government
rtr:us:xx:city-of-smyrna,City of Smyrna,municipality,us,,,,,,,City of Smyrna,minted,no national table covers this government
rtr:us:xx:city-of-st-george,City of St. George,municipality,us,,,,,,,City of St. George,minted,no national table covers this government
rtr:us:xx:city-of-st-marys,City of St. Marys,municipality,us,,,,,,,City of St. Marys,minted,no national table covers this government
rtr:us:xx:city-of-stockton,City of Stockton,municipality,us,,,,,,,City of Stockton,minted,no national table covers this government
rtr:us:xx:city-of-sun-valley,City of Sun Valley,municipality,us,,,,,,,City of Sun Valley,minted,no national table covers this government
rtr:us:xx:city-of-superior,City of Superior,municipality,us,,,,,,,City of Superior,minted,no national table covers this government
rtr:us:xx:city-of-tampa-d,City of Tampa D.,municipality,us,,,,,,,City of Tampa D.,minted,no national table covers this government
rtr:us:xx:city-of-vernon,City of Vernon,municipality,us,,,,,,,City of Vernon,minted,no national table covers this government
rtr:us:xx:city-of-verona,City of Verona,municipality,us,,,,,,,City of Verona,minted,no national table covers this government
rtr:us:xx:city-of-vista,City of Vista,municipality,us,,,,,,,City of Vista,minted,no national table covers this government
rtr:us:xx:city-of-walker,City of Walker,municipality,us,,,,,,,City of Walker,minted,no national table covers this government
rtr:us:xx:city-of-walnut,City of Walnut,municipality,us,,,,,,,City of Walnut,minted,no national table covers this government
rtr:us:xx:city-of-waverly,City of Waverly,municipality,us,,,,,,,City of Waverly,minted,no national table covers this government
rtr:us:xx:city-of-wayne,City of Wayne,municipality,us,,,,,,,City of Wayne,minted,no national table covers this government
rtr:us:xx:city-of-westminster,City of Westminster,municipality,us,,,,,,,City of Westminster,minted,no national table covers this government
rtr:us:xx:city-of-whitehouse,City of Whitehouse,municipality,us,,,,,,,City of Whitehouse,minted,no national table covers this government
rtr:us:xx:city-of-williamsburg,City of Williamsburg,municipality,us,,,,,,,City of Williamsburg,minted,no national table covers this government
rtr:us:xx:city-of-woodland,City of Woodland,municipality,us,,,,,,,City of Woodland,minted,no national table covers this government
rtr:us:xx:clayton-ca,Clayton CA,other,us,,,,,,,Clayton CA,minted,no national table covers this government
rtr:us:xx:clearview,Clearview,other,us,,,,,,,Clearview,minted,no national table covers this government
rtr:us:xx:clearwater-county,Clearwater County,county,us,,,,,,,Clearwater County,minted,no national table covers this government
rtr:us:xx:clinton,Clinton,other,us,,,,,,,City of Clinton|Clinton,minted,no national table covers this government
rtr:us:xx:coaldale,Coaldale,other,us,,,,,,,Coaldale,minted,no national table covers this government
rtr:us:xx:cofs,Cofs,other,us,,,,,,,Cofs,minted,no national table covers this government
rtr:us:xx:columbia,Columbia,other,us,,,,,,,Columbia,minted,no national table covers this government
rtr:us:xx:columbus-wisconsin-meetings-hub,Columbus Wisconsin Meetings Hub,other,us,,,,,,,Columbus Wisconsin Meetings Hub,minted,no national table covers this government
rtr:us:xx:cook-county-forest-preserve-district,Cook County Forest Preserve District,county,us,,,,,,,Cook County Forest Preserve District,minted,no national table covers this government
rtr:us:xx:cooperstown,Village of Cooperstown,municipality,us,,,,,,,Village of Cooperstown,minted,no national table covers this government
rtr:us:xx:corona,City of Corona,municipality,us,,,,,,,City of Corona,minted,no national table covers this government
rtr:us:xx:corpus-christi-isd,Corpus Christi ISD,school_district,us,,,,,,,Corpus Christi ISD,minted,no national table covers this government
rtr:us:xx:cottage-grove,City of Cottage Grove,municipality,us,,,,,,,City of Cottage Grove,minted,no national table covers this government
rtr:us:xx:county-of-adams,County of Adams,county,us,,,,,,,County of Adams,minted,no national table covers this government
rtr:us:xx:county-of-carroll,County of Carroll,county,us,,,,,,,County of Carroll,minted,no national table covers this government
rtr:us:xx:county-of-clark,County of Clark,county,us,,,,,,,County of Clark,minted,no national table covers this government
rtr:us:xx:county-of-delaware,County of Delaware,county,us,,,,,,,County of Delaware,minted,no national table covers this government
rtr:us:xx:county-of-elgin,County of Elgin,county,us,,,,,,,County of Elgin,minted,no national table covers this government
rtr:us:xx:county-of-lake,County of Lake,county,us,,,,,,,County of Lake,minted,no national table covers this government
rtr:us:xx:county-of-middlesex,County of Middlesex,county,us,,,,,,,County of Middlesex,minted,no national table covers this government
rtr:us:xx:county-of-san-bernardino-comprehensive-treatment,County of San Bernardino Comprehensive Treatment,county,us,,,,,,,County of San Bernardino Comprehensive Treatment,minted,no national table covers this government
rtr:us:xx:county-of-sedgwick,County of Sedgwick,county,us,,,,,,,County of Sedgwick,minted,no national table covers this government
rtr:us:xx:county-of-sussex,County of Sussex,county,us,,,,,,,County of Sussex,minted,no national table covers this government
rtr:us:xx:coventry,Town of Coventry,municipality,us,,,,,,,Town of Coventry,minted,no national table covers this government
rtr:us:xx:covington,Covington,other,us,,,,,,,Covington,minted,no national table covers this government
rtr:us:xx:crestview,City of Crestview,municipality,us,,,,,,,City of Crestview,minted,no national table covers this government
rtr:us:xx:cumberland-town-council,Cumberland Town Council,other,us,,,,,,,Cumberland Town Council,minted,no national table covers this government
rtr:us:xx:cvr-d,Cvr D,other,us,,,,,,,Cvr D,minted,no national table covers this government
rtr:us:xx:dallas,City of Dallas,municipality,us,,,,,,,City of Dallas,minted,no national table covers this government
rtr:us:xx:dc-water-amp-sewer-authority,DC Water &amp; Sewer Authority,special_district,us,,,,,,,DC Water &amp; Sewer Authority,minted,no national table covers this government
rtr:us:xx:deland,The City Of DeLand,other,us,,,,,,,The City Of DeLand,minted,no national table covers this government
rtr:us:xx:des-moines-wa,Des Moines WA,other,us,,,,,,,City of Des Moines WA|Des Moines WA,minted,no national table covers this government
rtr:us:xx:draper,Draper,other,us,,,,,,,Draper,minted,no national table covers this government
rtr:us:xx:duncan,Duncan,other,us,,,,,,,City of Duncan Town|Duncan|Duncan Town,minted,no national table covers this government
rtr:us:xx:easton,Easton,other,us,,,,,,,City of Easton|Easton,minted,no national table covers this government
rtr:us:xx:eastvale,Eastvale,other,us,,,,,,,Eastvale,minted,no national table covers this government
rtr:us:xx:edina,Edina,other,us,,,,,,,City of Edina|Edina,minted,no national table covers this government
rtr:us:xx:edwards-aquifer-authority,Edwards Aquifer Authority,special_district,us,,,,,,,Edwards Aquifer Authority,minted,no national table covers this government
rtr:us:xx:elbert-county,Elbert County,county,us,,,,,,,Elbert County,minted,no national table covers this government
rtr:us:xx:eldorado,Eldorado,other,us,,,,,,,Eldorado,minted,no national table covers this government
rtr:us:xx:elliot-lake-gis-services-ssmic,Elliot Lake GIS Services SSMIC,other,us,,,,,,,Elliot Lake GIS Services SSMIC,minted,no national table covers this government
rtr:us:xx:elpaso-county-colorado,ElPaso County Colorado,county,us,,,,,,,ElPaso County Colorado,minted,no national table covers this government
rtr:us:xx:ennis,City of Ennis,municipality,us,,,,,,,City of Ennis,minted,no national table covers this government
rtr:us:xx:erie-county,Erie County,county,us,,,,,,,Erie County,minted,no national table covers this government
rtr:us:xx:espanol-a,Espanol A,other,us,,,,,,,Espanol A,minted,no national table covers this government
