gov_id,gov_name,gov_type,country,state,place_geoid,county_fips,sgc_code,nces_lea_id,cog_id,aliases,source,evidence
us:place:3710500,Carolina Beach town,municipality,us,NC,3710500,,,,,"Carolina Beach, NC",us_places.csv,
us:place:3710620,Carrboro town,municipality,us,NC,3710620,,,,,"Town of Carrboro, NC",us_places.csv,
us:place:3710740,Cary town,municipality,us,NC,3710740,,,,,"Cary|Town of Cary, NC",us_places.csv,
us:place:3712000,Charlotte city,municipality,us,NC,3712000,,,,,"Charlotte, NC|City of Charlotte, NC",us_places.csv,
us:place:3712860,Clayton town,municipality,us,NC,3712860,,,,,"Clayton, NC",us_places.csv,
us:place:3719000,Durham city,municipality,us,NC,3719000,,,,,"City of Durham, NC|Durham, NC",us_places.csv,
us:place:3720120,Edenton town,municipality,us,NC,3720120,,,,,"Edenton, NC|Town of Edenton, NC",us_places.csv,
us:place:3721160,Emerald Isle town,municipality,us,NC,3721160,,,,,"Emerald Isle, NC|Town of Emerald Isle, NC",us_places.csv,
us:place:3722920,Fayetteville city,municipality,us,NC,3722920,,,,,"City of Fayetteville|City of Fayetteville, NC",us_places.csv,
us:place:3725300,Fuquay-Varina town,municipality,us,NC,3725300,,,,,"Town of Fuquay-Varina, NC",us_places.csv,
us:place:3725580,Gastonia city,municipality,us,NC,3725580,,,,,"City of Gastonia, NC",us_places.csv,
us:place:3728000,Greensboro city,municipality,us,NC,3728000,,,,,"City of Greensboro|City of Greensboro, NC",us_places.csv,
us:place:3730720,Hendersonville city,municipality,us,NC,3730720,,,,,"City of Hendersonville, NC|Hendersonville, NC",us_places.csv,
us:place:3731620,Hillsborough town,municipality,us,NC,3731620,,,,,"Hillsborough, NC",us_places.csv,
us:place:3732260,Holly Springs town,municipality,us,NC,3732260,,,,,Holly Springs,us_places.csv,
us:place:3733560,Indian Trail town,municipality,us,NC,3733560,,,,,"Indian Trail, NC",us_places.csv,
us:place:3734200,Jacksonville city,municipality,us,NC,3734200,,,,,"City of Jacksonville, NC",us_places.csv,
us:place:3735760,King city,municipality,us,NC,3735760,,,,,King,us_places.csv,
us:place:3737680,Leland town,municipality,us,NC,3737680,,,,,Town of Leland,us_places.csv,
us:place:3738060,Lexington city,municipality,us,NC,3738060,,,,,Lexington,us_places.csv,
us:place:3741720,Marvin village,municipality,us,NC,3741720,,,,,"Marvin|Marvin, NC",us_places.csv,
us:place:3743260,Mills River town,municipality,us,NC,3743260,,,,,"Mills River, NC|Town of Mills River, NC",us_places.csv,
us:place:3744220,Mooresville town,municipality,us,NC,3744220,,,,,"Mooresville, NC",us_places.csv,
us:place:3744520,Morrisville town,municipality,us,NC,3744520,,,,,"Morrisville, NC",us_places.csv,
us:place:3745880,Nags Head town,municipality,us,NC,3745880,,,,,"Nags Head, NC",us_places.csv,
us:place:3746340,New Bern city,municipality,us,NC,3746340,,,,,"New Bern, NC",us_places.csv,
us:place:3747880,North Wilkesboro town,municipality,us,NC,3747880,,,,,"North Wilkesboro, NC",us_places.csv,
us:place:3751940,Pinehurst village,municipality,us,NC,3751940,,,,,"Pinehurst, NC",us_places.csv,
us:place:3753820,Princeton town,municipality,us,NC,3753820,,,,,Town of Princeton,us_places.csv,
us:place:3755000,Raleigh city,municipality,us,NC,3755000,,,,,"City of Raleigh|City of Raleigh, NC|Raleigh",us_places.csv,
us:place:3757640,Rolesville town,municipality,us,NC,3757640,,,,,"Rolesville, NC",us_places.csv,
us:place:3763130,Southern Shores town,municipality,us,NC,3763130,,,,,"Southern Shores, NC",us_places.csv,
us:place:3766360,Swansboro town,municipality,us,NC,3766360,,,,,"Swansboro, NC",us_places.csv,
us:place:3766500,Sylva town,municipality,us,NC,3766500,,,,,"Sylva, NC",us_places.csv,
us:place:3768040,Topsail Beach town,municipality,us,NC,3768040,,,,,"Town of Topsail Beach, NC",us_places.csv,
us:place:3768500,Troutman town,municipality,us,NC,3768500,,,,,"Town of Troutman, NC",us_places.csv,
us:place:3771460,Waxhaw town,municipality,us,NC,3771460,,,,,"Town of Waxhaw, NC",us_places.csv,
us:place:3771500,Waynesville town,municipality,us,NC,3771500,,,,,Town of Waynesville,us_places.csv,
us:place:3771600,Webster town,municipality,us,NC,3771600,,,,,Town of Webster,us_places.csv,
us:place:3774440,Wilmington city,municipality,us,NC,3774440,,,,,"City of Wilmington|Wilmington|Wilmington, NC",us_places.csv,
us:place:3775000,Winston-Salem city,municipality,us,NC,3775000,,,,,"City of Lees Summit|City of Winston-Salem, NC",us_places.csv,
us:place:3807200,Bismarck city,municipality,us,ND,3807200,,,,,"Bismarck, ND",us_places.csv,
us:place:3816380,Courtenay city,municipality,us,ND,3816380,,,,,"Courtenay, ND",us_places.csv,
us:place:3825700,Fargo city,municipality,us,ND,3825700,,,,,"Fargo|Fargo, ND",us_places.csv,
us:place:3884780,West Fargo city,municipality,us,ND,3884780,,,,,"West Fargo, ND",us_places.csv,
us:place:3901000,Akron city,municipality,us,OH,3901000,,,,,"Akron, OH",us_places.csv,
us:place:3901798,Amherst city,municipality,us,OH,3901798,,,,,"Amherst, OH",us_places.csv,
us:place:3902736,Athens city,municipality,us,OH,3902736,,,,,"Athens, OH",us_places.csv,
us:place:3904500,Beachwood city,municipality,us,OH,3904500,,,,,"Beachwood, OH",us_places.csv,
us:place:3904720,Beavercreek city,municipality,us,OH,3904720,,,,,"City of Beavercreek, OH",us_places.csv,
us:place:3904878,Bedford city,municipality,us,OH,3904878,,,,,"Bedford, OH",us_places.csv,
us:place:3904920,Bedford Heights city,municipality,us,OH,3904920,,,,,"City of Bedford Heights, OH",us_places.csv,
us:place:3905102,Bellbrook city,municipality,us,OH,3905102,,,,,"Bellbrook, OH",us_places.csv,
us:place:3911332,Canal Winchester city,municipality,us,OH,3911332,,,,,"Canal Winchester, OH",us_places.csv,
us:place:3911360,Canfield city,municipality,us,OH,3911360,,,,,"Canfield, OH",us_places.csv,
us:place:3915000,Cincinnati city,municipality,us,OH,3915000,,,,,"Cincinnati, OH",us_places.csv,
us:place:3915210,Clarington village,municipality,us,OH,3915210,,,,,"Clarington|Clarington, OH",us_places.csv,
us:place:3918070,Commercial Point village,municipality,us,OH,3918070,,,,,"Commercial Point, OH",us_places.csv,
us:place:3922694,Dublin city,municipality,us,OH,3922694,,,,,"Dublin, OH",us_places.csv,
us:place:3925970,Fairfield city,municipality,us,OH,3925970,,,,,"City of Fairfield, OH",us_places.csv,
us:place:3926446,Fairview Park city,municipality,us,OH,3926446,,,,,"City of Fairview Park, OH|Fairview Park, OH",us_places.csv,
us:place:3928014,Fostoria city,municipality,us,OH,3928014,,,,,"Fostoria, OH",us_places.csv,
us:place:3929148,Galena village,municipality,us,OH,3929148,,,,,Village of Galena,us_places.csv,
us:place:3931860,Green city,municipality,us,OH,3931860,,,,,City of Green,us_places.csv,
us:place:3932592,Grove City city,municipality,us,OH,3932592,,,,,"Grove City, OH",us_places.csv,
us:place:3933012,Hamilton city,municipality,us,OH,3933012,,,,,"Hamilton, OH",us_places.csv,
us:place:3936610,Huber Heights city,municipality,us,OH,3936610,,,,,"Huber Heights, OH",us_places.csv,
us:place:3936651,Hudson city,municipality,us,OH,3936651,,,,,City of Hudson,us_places.csv,
us:place:3939872,Kent city,municipality,us,OH,3939872,,,,,"Kent, OH",us_places.csv,
us:place:3943554,Lima city,municipality,us,OH,3943554,,,,,"Lima, OH",us_places.csv,
us:place:3945094,Louisville city,municipality,us,OH,3945094,,,,,"Louisville, OH",us_places.csv,
us:place:3945108,Loveland city,municipality,us,OH,3945108,,,,,"Loveland, OH",us_places.csv,
us:place:3945276,Lucas village,municipality,us,OH,3945276,,,,,"Lucas, OH",us_places.csv,
us:place:3948160,Marysville city,municipality,us,OH,3948160,,,,,"Marysville, OH",us_places.csv,
us:place:3949056,Mentor city,municipality,us,OH,3949056,,,,,"Mentor, OH",us_places.csv,
us:place:3949434,Miamisburg city,municipality,us,OH,3949434,,,,,"Miamisburg, OH",us_places.csv,
us:place:3951310,Monroe city,municipality,us,OH,3951310,,,,,"Monroe, OH",us_places.csv,
us:place:3952010,Moraine city,municipality,us,OH,3952010,,,,,"City of Moraine, OH",us_places.csv,
us:place:3952052,Moreland Hills village,municipality,us,OH,3952052,,,,,"Village of Moreland Hills, OH",us_places.csv,
us:place:3953886,Nelsonville city,municipality,us,OH,3953886,,,,,"Nelsonville, OH",us_places.csv,
us:place:3953970,New Albany city,municipality,us,OH,3953970,,,,,"New Albany, OH",us_places.csv,
us:place:3954334,New Carlisle city,municipality,us,OH,3954334,,,,,City of New Carlisle,us_places.csv,
us:place:3954562,New Franklin city,municipality,us,OH,3954562,,,,,"City of New Franklin|New Franklin, OH",us_places.csv,
us:place:3956154,North Baltimore village,municipality,us,OH,3956154,,,,,"North Baltimore, OH",us_places.csv,
us:place:3956294,North Canton city,municipality,us,OH,3956294,,,,,"City of North Canton, OH",us_places.csv,
us:place:3957260,Norton city,municipality,us,OH,3957260,,,,,"City of Norton, OH|Norton, OH",us_places.csv,
us:place:3957834,Oberlin city,municipality,us,OH,3957834,,,,,"Oberlin, OH",us_places.csv,
us:place:3957918,Octa village,municipality,us,OH,3957918,,,,,"Octa, OH",us_places.csv,
us:place:3959234,Oxford city,municipality,us,OH,3959234,,,,,"City of Oxford, OH|Oxford, OH",us_places.csv,
us:place:3959416,Painesville city,municipality,us,OH,3959416,,,,,"Painesville, OH",us_places.csv,
us:place:3962148,Perrysburg city,municipality,us,OH,3962148,,,,,"Perrysburg, OH",us_places.csv,
us:place:3966390,Reynoldsburg city,municipality,us,OH,3966390,,,,,"Reynoldsburg, OH",us_places.csv,
us:place:3969680,St. Marys city,municipality,us,OH,3969680,,,,,City of St. Marys,us_places.csv,
us:place:3971682,Shaker Heights city,municipality,us,OH,3971682,,,,,"Shaker Heights, OH",us_places.csv,
us:place:3975602,Sunbury city,municipality,us,OH,3975602,,,,,"Sunbury, OH|Village of Galena",us_places.csv,
us:place:3976106,Tallmadge city,municipality,us,OH,3976106,,,,,"City of Tallmadge, OH|Tallmadge, OH",us_places.csv,
us:place:3977000,Toledo city,municipality,us,OH,3977000,,,,,City of Toledo,us_places.csv,
us:place:3978050,Twinsburg city,municipality,us,OH,3978050,,,,,"Twinsburg, OH",us_places.csv,
us:place:3979002,Upper Arlington city,municipality,us,OH,3979002,,,,,"Upper Arlington, OH",us_places.csv,
us:place:3979492,Vandalia city,municipality,us,OH,3979492,,,,,"City of Vandalia, OH",us_places.csv,
us:place:3983342,Westerville city,municipality,us,OH,3983342,,,,,"Westerville, OH",us_places.csv,
us:place:3984742,Whitehall city,municipality,us,OH,3984742,,,,,"Whitehall, OH",us_places.csv,
us:place:3985792,Wilmington city,municipality,us,OH,3985792,,,,,"Wilmington, OH",us_places.csv,
us:place:3986604,Worthington city,municipality,us,OH,3986604,,,,,"Worthington, OH",us_places.csv,
us:place:3986940,Yellow Springs village,municipality,us,OH,3986940,,,,,"Yellow Springs, OH",us_places.csv,
us:place:4001700,Altus city,municipality,us,OK,4001700,,,,,"Altus, OK",us_places.csv,
us:place:4004450,Bartlesville city,municipality,us,OK,4004450,,,,,"Bartlesville, OK",us_places.csv,
us:place:4009050,Broken Arrow city,municipality,us,OK,4009050,,,,,"City of Broken Arrow, OK",us_places.csv,
us:place:4023200,Edmond city,municipality,us,OK,4023200,,,,,"Edmond, OK",us_places.csv,
us:place:4023950,Enid city,municipality,us,OK,4023950,,,,,"City of Enid, OK",us_places.csv,
us:place:4037100,Inola town,municipality,us,OK,4037100,,,,,"Inola, OK",us_places.csv,
us:place:4037800,Jenks city,municipality,us,OK,4037800,,,,,"City of Jenks, OK|Jenks, OK",us_places.csv,
us:place:4041850,Lawton city,municipality,us,OK,4041850,,,,,"City of Lawton, OK|Lawton, OK",us_places.csv,
us:place:4055000,Oklahoma City city,municipality,us,OK,4055000,,,,,"City of Oklahoma City, OK",us_places.csv,
us:place:4061000,Pryor Creek city,municipality,us,OK,4061000,,,,,"City of Pryor Creek, OK|Pryor Creek, OK",us_places.csv,
us:place:4072100,Tahlequah city,municipality,us,OK,4072100,,,,,"City of Tahlequah, OK|Tahlequah, OK",us_places.csv,
us:place:4075000,Tulsa city,municipality,us,OK,4075000,,,,,"City of Tulsa, OK",us_places.csv,
us:place:4082950,Yukon city,municipality,us,OK,4082950,,,,,"Yukon, OK",us_places.csv,
us:place:4103650,Baker City city,municipality,us,OR,4103650,,,,,"Baker City, OR",us_places.csv,
us:place:4105800,Bend city,municipality,us,OR,4105800,,,,,"City of Bend, OR",us_places.csv,
us:place:4115350,Coquille city,municipality,us,OR,4115350,,,,,"City Of Coquille, OR|Coquille, OR",us_places.csv,
us:place:4118250,Dayton city,municipality,us,OR,4118250,,,,,"City of Dayton, OR",us_places.csv,
us:place:4119100,Detroit city,municipality,us,OR,4119100,,,,,"Detroit, OR",us_places.csv,
us:place:4126050,Florence city,municipality,us,OR,4126050,,,,,"City of Florence|Florence, OR",us_places.csv,
us:place:4126200,Forest Grove city,municipality,us,OR,4126200,,,,,"Forest Grove , OR|Forest Grove, OR",us_places.csv,
us:place:4128450,Gearhart city,municipality,us,OR,4128450,,,,,"Gearhart, OR",us_places.csv,
us:place:4131250,Gresham city,municipality,us,OR,4131250,,,,,"City of Gresham|Gresham, OR",us_places.csv,
us:place:4131750,Halsey city,municipality,us,OR,4131750,,,,,"Halsey, OR",us_places.csv,
us:place:4132050,Happy Valley city,municipality,us,OR,4132050,,,,,"Happy Valley, OR",us_places.csv,
us:place:4138500,Keizer city,municipality,us,OR,4138500,,,,,"Keizer, OR",us_places.csv,
us:place:4140350,La Grande city,municipality,us,OR,4140350,,,,,"La Grande, OR",us_places.csv,
us:place:4141050,La Pine city,municipality,us,OR,4141050,,,,,"City of La Pine, OR",us_places.csv,
us:place:4141650,Lebanon city,municipality,us,OR,4141650,,,,,"Lebanon|Lebanon, OR",us_places.csv,
us:place:4142600,Lincoln City city,municipality,us,OR,4142600,,,,,"Lincoln City, OR",us_places.csv,
us:place:4145250,Madras city,municipality,us,OR,4145250,,,,,"City of Madras, OR|Madras, OR",us_places.csv,
us:place:4148300,Millersburg city,municipality,us,OR,4148300,,,,,"City of Millersburg|Millersburg, OR",us_places.csv,
us:place:4149600,Monroe city,municipality,us,OR,4149600,,,,,"Monroe, OR",us_places.csv,
us:place:4152100,Newberg city,municipality,us,OR,4152100,,,,,"City of Newberg, OR",us_places.csv,
us:place:4155200,Oregon City city,municipality,us,OR,4155200,,,,,"Oregon City, OR",us_places.csv,
us:place:4159850,Prineville city,municipality,us,OR,4159850,,,,,"City of Prineville, OR|Prineville, OR",us_places.csv,
us:place:4161200,Redmond city,municipality,us,OR,4161200,,,,,"Redmond, OR",us_places.csv,
us:place:4165250,Sandy city,municipality,us,OR,4165250,,,,,"City of Sandy, OR",us_places.csv,
us:place:4165500,Scappoose city,municipality,us,OR,4165500,,,,,"City of Scappoose, OR|Scappoose, OR",us_places.csv,
us:place:4165950,Seaside city,municipality,us,OR,4165950,,,,,"Seaside, OR",us_places.csv,
us:place:4173700,Tillamook city,municipality,us,OR,4173700,,,,,"Tillamook, OR",us_places.csv,
us:place:4180150,West Linn city,municipality,us,OR,4180150,,,,,"West Linn, OR",us_places.csv,
us:place:4202264,Ambler borough,municipality,us,PA,4202264,,,,,"Ambler, PA",us_places.csv,
us:place:4216256,Cornwall borough,municipality,us,PA,4216256,,,,,"City of Cornwall|Cornwall|Cornwall, PA",us_places.csv,
us:place:4219576,Dormont borough,municipality,us,PA,4219576,,,,,"Dormont Borough, PA",us_places.csv,
us:place:4221648,Easton city,municipality,us,PA,4221648,,,,,"City of Easton|Easton, PA",us_places.csv,
us:place:4228960,Gettysburg borough,municipality,us,PA,4228960,,,,,"Gettysburg, PA",us_places.csv,
us:place:4237955,Jefferson Hills borough,municipality,us,PA,4237955,,,,,"Borough of Jefferson Hills, PA|Jefferson Hills, PA",us_places.csv,
us:place:4243816,Lititz borough,municipality,us,PA,4243816,,,,,"Lititz, PA",us_places.csv,
us:place:4246792,Malvern borough,municipality,us,PA,4246792,,,,,Malvern Borough,us_places.csv,
us:place:4248480,Media borough,municipality,us,PA,4248480,,,,,"Media Borough|Media Borough, PA",us_places.csv,
us:place:4250528,Monroeville municipality,municipality,us,PA,4250528,,,,,"Monroeville, PA",us_places.csv,
us:place:4254184,Newtown borough,municipality,us,PA,4254184,,,,,"Newtown, PA",us_places.csv,
us:place:4254656,Norristown borough,municipality,us,PA,4254656,,,,,"Norristown, PA",us_places.csv,
us:place:4261000,Pittsburgh city,municipality,us,PA,4261000,,,,,"City of Pittsburgh, PA",us_places.csv,
us:place:4273808,State College borough,municipality,us,PA,4273808,,,,,State College Borough,us_places.csv,
us:place:4275816,Swissvale borough,municipality,us,PA,4275816,,,,,"Swissvale, PA",us_places.csv,
us:place:4422960,East Providence city,municipality,us,RI,4422960,,,,,"East Providence, RI",us_places.csv,
us:place:4449960,Newport city,municipality,us,RI,4449960,,,,,"City of Newport, RI",us_places.csv,
us:place:4459000,Providence city,municipality,us,RI,4459000,,,,,City of Providence,us_places.csv,
us:place:4480780,Woonsocket city,municipality,us,RI,4480780,,,,,City of Woonsocket,us_places.csv,
us:place:4500550,Aiken city,municipality,us,SC,4500550,,,,,"Aiken, SC",us_places.csv,
us:place:4504690,Beaufort city,municipality,us,SC,4504690,,,,,"Beaufort|Beaufort, SC",us_places.csv,
us:place:4507210,Bluffton town,municipality,us,SC,4507210,,,,,"Beaufort County, SC",us_places.csv,
us:place:4514950,Clemson city,municipality,us,SC,4514950,,,,,"Clemson, SC",us_places.csv,
us:place:4515295,Clinton city,municipality,us,SC,4515295,,,,,"Clinton|Clinton, SC",us_places.csv,
us:place:4525810,Florence city,municipality,us,SC,4525810,,,,,"Florence, SC",us_places.csv,
us:place:4526890,Fort Mill town,municipality,us,SC,4526890,,,,,"Fort Mill, SC",us_places.csv,
us:place:4527070,Fountain Inn city,municipality,us,SC,4527070,,,,,"City of Fountain Inn, SC|Fountain Inn, SC",us_places.csv,
us:place:4534495,Hollywood town,municipality,us,SC,4534495,,,,,"Hollywood|Hollywood, SC",us_places.csv,
us:place:4536430,James Island town,municipality,us,SC,4536430,,,,,"James Island, SC",us_places.csv,
us:place:4541335,Lexington town,municipality,us,SC,4541335,,,,,"Lexington, SC",us_places.csv,
us:place:4551280,North Myrtle Beach city,municipality,us,SC,4551280,,,,,"City of North Myrtle Beach, SC|North Myrtle Beach, SC",us_places.csv,
us:place:4568290,Spartanburg city,municipality,us,SC,4568290,,,,,"Spartanburg, SC",us_places.csv,
us:place:4570585,Surfside Beach town,municipality,us,SC,4570585,,,,,Town of Surfside Beach,us_places.csv,
us:place:4607580,Brookings city,municipality,us,SD,4607580,,,,,"City of Brookings, SD",us_places.csv,
us:place:4615980,Dell Rapids city,municipality,us,SD,4615980,,,,,"City of Dell Rapids, SD",us_places.csv,
us:place:4621540,Flandreau city,municipality,us,SD,4621540,,,,,"Flandreau, SD",us_places.csv,
us:place:4635820,Langford town,municipality,us,SD,4635820,,,,,City of Langford|Langford,us_places.csv,
us:place:4640220,Madison city,municipality,us,SD,4640220,,,,,"Madison|Madison, SD",us_places.csv,
us:place:4643100,Mitchell city,municipality,us,SD,4643100,,,,,"Mitchell, SD",us_places.csv,
us:place:4649600,Pierre city,municipality,us,SD,4649600,,,,,"Pierre, SD",us_places.csv,
us:place:4659020,Sioux Falls city,municipality,us,SD,4659020,,,,,"Sioux Falls, SD",us_places.csv,
us:place:4660020,Spearfish city,municipality,us,SD,4660020,,,,,"City of Spearfish, SD|Spearfish, SD",us_places.csv,
us:place:4662100,Sturgis city,municipality,us,SD,4662100,,,,,City of Sturgis,us_places.csv,
us:place:4666700,Vermillion city,municipality,us,SD,4666700,,,,,"Vermillion, SD",us_places.csv,
us:place:4671380,White Rock town,municipality,us,SD,4671380,,,,,City of White Rock,us_places.csv,
us:place:4703440,Bartlett city,municipality,us,TN,4703440,,,,,"City of Bartlett, TN",us_places.csv,
us:place:4704620,Belle Meade city,municipality,us,TN,4704620,,,,,"Belle Meade, TN",us_places.csv,
us:place:4707860,Bradford town,municipality,us,TN,4707860,,,,,Town of Bradford,us_places.csv,
us:place:4708280,Brentwood city,municipality,us,TN,4708280,,,,,"Brentwood, TN",us_places.csv,
us:place:4715160,Clarksville city,municipality,us,TN,4715160,,,,,"Clarksville, TN",us_places.csv,
us:place:4716540,Columbia city,municipality,us,TN,4716540,,,,,"Columbia|Columbia, TN",us_places.csv,
us:place:4716920,Cookeville city,municipality,us,TN,4716920,,,,,"City of Cookeville, TN",us_places.csv,
us:place:4722200,Dyersburg city,municipality,us,TN,4722200,,,,,"Dyersburg, TN",us_places.csv,
us:place:4724320,Erin city,municipality,us,TN,4724320,,,,,"Erin, TN|Town of Erin",us_places.csv,
us:place:4725440,Fairview city,municipality,us,TN,4725440,,,,,"Fairview, TN",us_places.csv,
us:place:4727740,Franklin city,municipality,us,TN,4727740,,,,,Franklin,us_places.csv,
us:place:4728960,Germantown city,municipality,us,TN,4728960,,,,,City of Germantown,us_places.csv,
us:place:4733280,Hendersonville city,municipality,us,TN,4733280,,,,,"City of Hendersonville, TN|Hendersonville, TN",us_places.csv,
us:place:4739560,Kingsport city,municipality,us,TN,4739560,,,,,"Kingsport, TN",us_places.csv,
us:place:4740000,Knoxville city,municipality,us,TN,4740000,,,,,"City of Knoxville|Knoxville, TN",us_places.csv,
us:place:4740350,Lakeland city,municipality,us,TN,4740350,,,,,"Lakeland, TN",us_places.csv,
us:place:4748000,Memphis city,municipality,us,TN,4748000,,,,,"City of Memphis, TN|Memphis, TN",us_places.csv,
us:place:4748980,Millersville city,municipality,us,TN,4748980,,,,,"Millersville, TN",us_places.csv,
us:place:4750580,Mount Carmel town,municipality,us,TN,4750580,,,,,"Mount Carmel, TN",us_places.csv,
us:place:4750780,Mount Juliet city,municipality,us,TN,4750780,,,,,"Mt Juliet City, TN",us_places.csv,
us:place:4751080,Mount Pleasant city,municipality,us,TN,4751080,,,,,"Mt Pleasant, TN",us_places.csv,
us:place:4752006,Nashville-Davidson metropolitan government (balance),municipality,us,TN,4752006,,,,,"City of Nashville|Metropolitan Government of Nashville and Davidson County|Nashville|Nashville-Davidson|Nashville-Davidson County, TN",curated_alias,"Consolidated city-county. Both real archived tenants ('Nashville' and 'Nashville-Davidson County, TN') must land here; before this they minted two different rtr: ids for one government."
us:place:4753460,Nolensville town,municipality,us,TN,4753460,,,,,"Nolensville, TN",us_places.csv,
us:place:4754780,Oak Hill city,municipality,us,TN,4754780,,,,,"Oak Hill, TN",us_places.csv,
us:place:4760280,Portland city,municipality,us,TN,4760280,,,,,"Portland|Portland, TN",us_places.csv,
us:place:4769420,Smyrna town,municipality,us,TN,4769420,,,,,"Smyrna, TN",us_places.csv,
us:place:4770500,Springfield city,municipality,us,TN,4770500,,,,,"Springfield, TN",us_places.csv,
us:place:4770580,Spring Hill city,municipality,us,TN,4770580,,,,,"Spring Hill, TN",us_places.csv,
us:place:4801000,Abilene city,municipality,us,TX,4801000,,,,,"Abilene, TX",us_places.csv,
us:place:4801240,Addison town,municipality,us,TX,4801240,,,,,"Addison, TX",us_places.csv,
us:place:4801924,Allen city,municipality,us,TX,4801924,,,,,"Allen, TX",us_places.csv,
us:place:4802284,Alvord town,municipality,us,TX,4802284,,,,,"Alvord, TX",us_places.csv,
us:place:4803000,Amarillo city,municipality,us,TX,4803000,,,,,"Amarillo, TX",us_places.csv,
us:place:4803264,Angleton city,municipality,us,TX,4803264,,,,,"Angleton, TX",us_places.csv,
us:place:4803300,Anna city,municipality,us,TX,4803300,,,,,"Anna, TX",us_places.csv,
us:place:4803768,Argyle city,municipality,us,TX,4803768,,,,,"Argyle, TX",us_places.csv,
us:place:4805000,Austin city,municipality,us,TX,4805000,,,,,"Austin, TX",us_places.csv,
us:place:4805984,Bay City city,municipality,us,TX,4805984,,,,,"Bay City, TX",us_places.csv,
us:place:4806128,Baytown city,municipality,us,TX,4806128,,,,,"Baytown, TX",us_places.csv,
us:place:4807000,Beaumont city,municipality,us,TX,4807000,,,,,"Beaumont, TX",us_places.csv,
us:place:4807132,Bedford city,municipality,us,TX,4807132,,,,,"Bedford, TX",us_places.csv,
us:place:4807156,Bee Cave city,municipality,us,TX,4807156,,,,,"Bee Cave, TX",us_places.csv,
us:place:4807300,Bellaire city,municipality,us,TX,4807300,,,,,"Bellaire, TX|City of Bellaire",us_places.csv,
us:place:4807408,Bellmead city,municipality,us,TX,4807408,,,,,"Bellmead, TX",us_places.csv,
us:place:4807552,Benbrook city,municipality,us,TX,4807552,,,,,"Benbrook, TX",us_places.csv,
us:place:4808236,Big Spring city,municipality,us,TX,4808236,,,,,"Big Spring, TX",us_places.csv,
us:place:4809160,Boerne city,municipality,us,TX,4809160,,,,,"Boerne, TX",us_places.csv,
us:place:4809556,Borger city,municipality,us,TX,4809556,,,,,"City of Borger, TX",us_places.csv,
us:place:4809640,Bowie city,municipality,us,TX,4809640,,,,,City of Bowie,us_places.csv,
us:place:4810132,Breckenridge city,municipality,us,TX,4810132,,,,,"Breckenridge, TX|City of Breckenridge, TX",us_places.csv,
us:place:4810912,Bryan city,municipality,us,TX,4810912,,,,,"Bryan, TX|City of Bryan, TX",us_places.csv,
us:place:4811080,Buda city,municipality,us,TX,4811080,,,,,"City of Buda, TX",us_places.csv,
us:place:4811428,Burleson city,municipality,us,TX,4811428,,,,,"Burleson, TX",us_places.csv,
us:place:4813024,Carrollton city,municipality,us,TX,4813024,,,,,"Carrollton, TX|City of Carrollton",us_places.csv,
us:place:4813492,Cedar Hill city,municipality,us,TX,4813492,,,,,"Cedar Hill, TX",us_places.csv,
us:place:4813552,Cedar Park city,municipality,us,TX,4813552,,,,,"Cedar Park, TX|City of Cedar Park, TX",us_places.csv,
us:place:4813684,Celina city,municipality,us,TX,4813684,,,,,"Celina, TX",us_places.csv,
us:place:4815364,Cleburne city,municipality,us,TX,4815364,,,,,"Cleburne, TX",us_places.csv,
us:place:4815976,College Station city,municipality,us,TX,4815976,,,,,"College Station, TX",us_places.csv,
us:place:4815988,Colleyville city,municipality,us,TX,4815988,,,,,"Colleyville, TX",us_places.csv,
us:place:4816432,Conroe city,municipality,us,TX,4816432,,,,,"Conroe, TX",us_places.csv,
us:place:4816468,Converse city,municipality,us,TX,4816468,,,,,City of Converse,us_places.csv,
us:place:4816564,Cooper city,municipality,us,TX,4816564,,,,,"Cooper, TX",us_places.csv,
us:place:4816612,Coppell city,municipality,us,TX,4816612,,,,,"City of Coppell, TX",us_places.csv,
us:place:4816696,Corinth city,municipality,us,TX,4816696,,,,,"Corinth, TX",us_places.csv,
us:place:4817000,Corpus Christi city,municipality,us,TX,4817000,,,,,"City of Corpus Christi, TX",us_places.csv,
us:place:4818524,Dalhart city,municipality,us,TX,4818524,,,,,"City of Dalhart, TX",us_places.csv,
us:place:4819000,Dallas city,municipality,us,TX,4819000,,,,,"Dallas, TX",us_places.csv,
us:place:4819528,Decatur city,municipality,us,TX,4819528,,,,,"Decatur, TX",us_places.csv,
us:place:4819624,Deer Park city,municipality,us,TX,4819624,,,,,"City of Deer Park, TX",us_places.csv,
us:place:4819792,Del Rio city,municipality,us,TX,4819792,,,,,"Del Rio, TX",us_places.csv,
us:place:4819900,Denison city,municipality,us,TX,4819900,,,,,"Denison, TX",us_places.csv,
us:place:4819972,Denton city,municipality,us,TX,4819972,,,,,"City of Denton|Denton, TX",us_places.csv,
us:place:4820092,DeSoto city,municipality,us,TX,4820092,,,,,"DeSoto, TX",us_places.csv,
us:place:4820344,Dickinson city,municipality,us,TX,4820344,,,,,"Dickinson, TX",us_places.csv,
us:place:4821424,Dripping Springs city,municipality,us,TX,4821424,,,,,"City of Dripping Springs, TX|Dripping Springs, TX",us_places.csv,
