geoid,name,state,level
0902730,New Fairfield School District,CT,unified
0902760,New Hartford School District,CT,elementary
0902790,New Haven School District,CT,unified
0902820,New London School District,CT,unified
0902850,New Milford School District,CT,unified
0902880,Newington School District,CT,unified
0902910,Newtown School District,CT,unified
0902940,Norfolk School District,CT,elementary
0902970,North Branford School District,CT,unified
0903000,North Canaan School District,CT,elementary
0903030,North Haven School District,CT,unified
0903060,North Stonington School District,CT,unified
0903090,Norwalk School District,CT,unified
0903120,Norwich School District,CT,unified
0903180,Old Saybrook School District,CT,unified
0903210,Orange School District,CT,elementary
0903240,Oxford School District,CT,unified
0903270,Plainfield School District,CT,unified
0903300,Plainville School District,CT,unified
0903330,Plymouth School District,CT,unified
0903360,Pomfret School District,CT,elementary
0903390,Portland School District,CT,unified
0903420,Preston School District,CT,elementary
0903480,Putnam School District,CT,unified
0903510,Redding School District,CT,elementary
0903515,Regional School District 06,CT,unified
0903520,Regional School District 10,CT,unified
0903530,Regional School District 12,CT,unified
0903535,Regional School District 13,CT,unified
0903536,Regional School District 14,CT,unified
0903537,Regional School District 15,CT,unified
0903538,Regional School District 16,CT,unified
0903539,Regional School District 17,CT,unified
0903540,Regional School District 18,CT,unified
0903570,Regional High School District 11,CT,secondary
0903600,Regional High School District 01,CT,secondary
0903630,Regional High School District 04,CT,secondary
0903660,Regional High School District 05,CT,secondary
0903720,Regional High School District 07,CT,secondary
0903750,Regional High School District 08,CT,secondary
0903780,Regional High School District 09,CT,secondary
0903810,Ridgefield School District,CT,unified
0903840,Rocky Hill School District,CT,unified
0903900,Salem School District,CT,elementary
0903930,Salisbury School District,CT,elementary
0903960,Scotland School District,CT,elementary
0903990,Seymour School District,CT,unified
0904020,Sharon School District,CT,elementary
0904050,Shelton School District,CT,unified
0904080,Sherman School District,CT,elementary
0904110,Simsbury School District,CT,unified
0904140,Somers School District,CT,unified
0904170,South Windsor School District,CT,unified
0904230,Southington School District,CT,unified
0904260,Sprague School District,CT,elementary
0904290,Stafford School District,CT,unified
0904320,Stamford School District,CT,unified
0904350,Sterling School District,CT,elementary
0904380,Stonington School District,CT,unified
0904440,Stratford School District,CT,unified
0904470,Suffield School District,CT,unified
0904500,Thomaston School District,CT,unified
0904530,Thompson School District,CT,unified
0904560,Tolland School District,CT,unified
0904590,Torrington School District,CT,unified
0904620,Trumbull School District,CT,unified
0904650,Union School District,CT,elementary
0904680,Vernon School District,CT,unified
0904710,Voluntown School District,CT,elementary
0904740,Wallingford School District,CT,unified
0904830,Waterbury School District,CT,unified
0904860,Waterford School District,CT,unified
0904890,Watertown School District,CT,unified
0904920,West Hartford School District,CT,unified
0904950,West Haven School District,CT,unified
0904980,Westbrook School District,CT,unified
0905010,Weston School District,CT,unified
0905040,Westport School District,CT,unified
0905070,Wethersfield School District,CT,unified
0905100,Willington School District,CT,elementary
0905130,Wilton School District,CT,unified
0905160,Winchester School District,CT,unified
0905190,Windham School District,CT,unified
0905220,Windsor School District,CT,unified
0905250,Windsor Locks School District,CT,unified
0905280,Wolcott School District,CT,unified
0905310,Woodbridge School District,CT,elementary
0905370,Woodstock School District,CT,elementary
0999997,School District Not Defined,CT,unified
1000080,Appoquinimink School District,DE,unified
1000170,Cape Henlopen School District,DE,unified
1000180,Caesar Rodney School District,DE,unified
1000190,Capital School District,DE,unified
1000200,Christina School District,DE,unified
1000230,Colonial School District,DE,unified
1000270,Delmar School District,DE,unified
1000680,Indian River School District,DE,unified
1000790,Lake Forest School District,DE,unified
1000810,Laurel School District,DE,unified
1001080,Milford School District,DE,unified
1001240,Brandywine School District,DE,unified
1001300,Red Clay Consolidated School District,DE,unified
1001530,Seaford School District,DE,unified
1001620,Smyrna School District,DE,unified
1001850,Woodbridge School District,DE,unified
1100030,District of Columbia Public Schools,DC,unified
1200030,Alachua County School District,FL,unified
1200060,Baker County School District,FL,unified
1200090,Bay County School District,FL,unified
1200120,Bradford County School District,FL,unified
1200150,Brevard County School District,FL,unified
1200180,Broward County School District,FL,unified
1200210,Calhoun County School District,FL,unified
1200240,Charlotte County School District,FL,unified
1200270,Citrus County School District,FL,unified
1200300,Clay County School District,FL,unified
1200330,Collier County School District,FL,unified
1200360,Columbia County School District,FL,unified
1200390,Dade County School District,FL,unified
1200420,DeSoto County School District,FL,unified
1200450,Dixie County School District,FL,unified
1200480,Duval County School District,FL,unified
1200510,Escambia County School District,FL,unified
1200540,Flagler County School District,FL,unified
1200570,Franklin County School District,FL,unified
1200600,Gadsden County School District,FL,unified
1200630,Gilchrist County School District,FL,unified
1200660,Glades County School District,FL,unified
1200690,Gulf County School District,FL,unified
1200720,Hamilton County School District,FL,unified
1200750,Hardee County School District,FL,unified
1200780,Hendry County School District,FL,unified
1200810,Hernando County School District,FL,unified
1200840,Highlands County School District,FL,unified
1200870,Hillsborough County School District,FL,unified
1200900,Holmes County School District,FL,unified
1200930,Indian River County School District,FL,unified
1200960,Jackson County School District,FL,unified
1200990,Jefferson County School District,FL,unified
1201020,Lafayette County School District,FL,unified
1201050,Lake County School District,FL,unified
1201080,Lee County School District,FL,unified
1201110,Leon County School District,FL,unified
1201140,Levy County School District,FL,unified
1201170,Liberty County School District,FL,unified
1201200,Madison County School District,FL,unified
1201230,Manatee County School District,FL,unified
1201260,Marion County School District,FL,unified
1201290,Martin County School District,FL,unified
1201320,Monroe County School District,FL,unified
1201350,Nassau County School District,FL,unified
1201380,Okaloosa County School District,FL,unified
1201410,Okeechobee County School District,FL,unified
1201440,Orange County School District,FL,unified
1201470,Osceola County School District,FL,unified
1201500,Palm Beach County School District,FL,unified
1201530,Pasco County School District,FL,unified
1201560,Pinellas County School District,FL,unified
1201590,Polk County School District,FL,unified
1201620,Putnam County School District,FL,unified
1201650,Santa Rosa County School District,FL,unified
1201680,Sarasota County School District,FL,unified
1201710,Seminole County School District,FL,unified
1201740,St. Johns County School District,FL,unified
1201770,St. Lucie County School District,FL,unified
1201800,Sumter County School District,FL,unified
1201830,Suwannee County School District,FL,unified
1201860,Taylor County School District,FL,unified
1201890,Union County School District,FL,unified
1201920,Volusia County School District,FL,unified
1201950,Wakulla County School District,FL,unified
1201980,Walton County School District,FL,unified
1202010,Washington County School District,FL,unified
1300001,Troup County School District,GA,unified
1300002,Fort Benning Schools,GA,elementary
1300003,Fort Stewart School District,GA,unified
1300060,Appling County School District,GA,unified
1300090,Atkinson County School District,GA,unified
1300120,Atlanta City School District,GA,unified
1300150,Bacon County School District,GA,unified
1300180,Baker County School District,GA,unified
1300210,Baldwin County School District,GA,unified
1300240,Banks County School District,GA,unified
1300290,Barrow County School District,GA,unified
1300330,Bartow County School District,GA,unified
1300360,Ben Hill County School District,GA,unified
1300390,Berrien County School District,GA,unified
1300420,Bibb County School District,GA,unified
1300440,Bleckley County School District,GA,unified
1300480,Brantley County School District,GA,unified
1300510,Bremen City School District,GA,unified
1300540,Brooks County School District,GA,unified
1300570,Bryan County School District,GA,unified
1300600,Buford City School District,GA,unified
