zcta,place_name,state,area_land_part
08090,Wenonah borough,NJ,2578702
08093,Westville borough,NJ,2651428
08094,Clayton borough,NJ,2725404
08094,Folsom borough,NJ,2458883
08094,Glassboro borough,NJ,607750
08096,Woodbury Heights borough,NJ,66649
08096,Woodbury city,NJ,5143727
08097,Woodbury Heights borough,NJ,3160956
08097,Woodbury city,NJ,87393
08098,Woodstown borough,NJ,4078940
08102,Camden city,NJ,2584173
08103,Camden city,NJ,5540585
08104,Camden city,NJ,7712864
08104,Woodlynne borough,NJ,41153
08105,Camden city,NJ,6718565
08106,Audubon Park borough,NJ,375059
08106,Audubon borough,NJ,3838781
08107,Collingswood borough,NJ,1500921
08107,Oaklyn borough,NJ,1624506
08107,Woodlynne borough,NJ,522344
08108,Collingswood borough,NJ,3238810
08109,Camden city,NJ,291011
08109,Merchantville borough,NJ,1537015
08110,Camden city,NJ,258984
08201,Absecon city,NJ,14159781
08201,Pleasantville city,NJ,631465
08202,Avalon borough,NJ,11059075
08203,Atlantic City city,NJ,174524
08203,Brigantine city,NJ,16849265
08204,Cape May city,NJ,6405553
08204,West Cape May borough,NJ,3038906
08205,Absecon city,NJ,2877
08212,Cape May Point borough,NJ,763966
08215,Egg Harbor City city,NJ,28103807
08221,Linwood city,NJ,9871627
08225,Northfield city,NJ,9278544
08226,Ocean City city,NJ,17490001
08232,Pleasantville city,NJ,14185799
08241,Port Republic city,NJ,19327152
08243,Sea Isle City city,NJ,5709357
08244,Somers Point city,NJ,10387061
08247,Stone Harbor borough,NJ,3676782
08260,North Wildwood city,NJ,4467965
08260,West Wildwood borough,NJ,740887
08260,Wildwood Crest borough,NJ,3362466
08260,Wildwood city,NJ,3990559
08270,Corbin City city,NJ,9816569
08270,Estell Manor city,NJ,49581885
08270,Woodbine borough,NJ,20769946
08302,Bridgeton city,NJ,16131421
08310,Buena borough,NJ,3642013
08312,Clayton borough,NJ,14264894
08317,Estell Manor city,NJ,3929870
08318,Elmer borough,NJ,2314651
08319,Estell Manor city,NJ,38974489
08322,Clayton borough,NJ,1015832
08326,Buena borough,NJ,6279745
08330,Corbin City city,NJ,10119306
08330,Estell Manor city,NJ,45785569
08332,Millville city,NJ,108777882
08332,Vineland city,NJ,17144482
08341,Buena borough,NJ,2597772
08344,Buena borough,NJ,1401810
08344,Newfield borough,NJ,4501732
08344,Vineland city,NJ,7273538
08353,Shiloh borough,NJ,3116143
08360,Buena borough,NJ,5692054
08360,Vineland city,NJ,74179341
08361,Vineland city,NJ,78540713
08401,Atlantic City city,NJ,27644765
08401,Ventnor City city,NJ,6219
08402,Margate City city,NJ,3659981
08403,Longport borough,NJ,1023482
08406,Atlantic City city,NJ,50205
08406,Margate City city,NJ,7711
08406,Ventnor City city,NJ,5057913
08501,Allentown borough,NJ,1544107
08505,Bordentown city,NJ,2420431
08505,Fieldsboro borough,NJ,721991
08520,Hightstown borough,NJ,3194247
08525,Hopewell borough,NJ,1874277
08530,Lambertville city,NJ,2808275
08534,Pennington borough,NJ,2488739
08540,Princeton,NJ,45050716
08542,Princeton,NJ,997977
08544,Princeton,NJ,430694
08553,Rocky Hill borough,NJ,1581982
08555,Roosevelt borough,NJ,5024200
08559,Stockton borough,NJ,1414785
08562,Wrightstown borough,NJ,1718821
08608,Trenton city,NJ,818446
08609,Trenton city,NJ,2101881
08610,Trenton city,NJ,623389
08611,Trenton city,NJ,4605024
08618,Trenton city,NJ,6972470
08628,Trenton city,NJ,320009
08629,Trenton city,NJ,1014705
08638,Trenton city,NJ,3140094
08640,Wrightstown borough,NJ,2919040
08648,Trenton city,NJ,32404
08721,Pine Beach borough,NJ,3419
08722,Beachwood borough,NJ,7156361
08730,Brielle borough,NJ,4546762
08732,Island Heights borough,NJ,1398645
08733,Lakehurst borough,NJ,2280642
08735,Lavallette borough,NJ,2113177
08736,Manasquan borough,NJ,3573628
08738,Mantoloking borough,NJ,1000296
08740,Ocean Gate borough,NJ,1165291
08741,Pine Beach borough,NJ,1644337
08742,Bay Head borough,NJ,1516437
08742,Point Pleasant Beach borough,NJ,3687163
08742,Point Pleasant borough,NJ,9041854
08750,Sea Girt borough,NJ,2746249
08751,Seaside Heights borough,NJ,1598711
08752,Seaside Park borough,NJ,1696321
08753,Island Heights borough,NJ,178435
08757,South Toms River borough,NJ,2997902
08759,Lakehurst borough,NJ,37764
08804,Bloomsbury borough,NJ,2415051
08805,Bound Brook borough,NJ,4302740
08809,Clinton town,NJ,3487392
08812,Dunellen borough,NJ,2751130
08812,Plainfield city,NJ,163566
08820,South Plainfield borough,NJ,185759
08822,Flemington borough,NJ,2790694
08825,Frenchtown borough,NJ,2922273
08826,Glen Gardner borough,NJ,4009237
08827,Hampton borough,NJ,3898016
08828,Helmetta borough,NJ,2145337
08829,High Bridge borough,NJ,6193210
08831,Jamesburg borough,NJ,2285188
08831,Spotswood borough,NJ,2345
08833,Lebanon borough,NJ,2336246
08835,Manville borough,NJ,5836128
08840,Metuchen borough,NJ,7379738
08844,Manville borough,NJ,278570
08844,Millstone borough,NJ,1762708
08846,Middlesex borough,NJ,9034636
08848,Milford borough,NJ,3062250
08850,Milltown borough,NJ,4023810
08857,Sayreville borough,NJ,290237
08859,Sayreville borough,NJ,10199433
08861,Perth Amboy city,NJ,12074786
08865,Alpha borough,NJ,4352916
08865,Phillipsburg town,NJ,8263671
08869,Raritan borough,NJ,5158853
08872,Sayreville borough,NJ,24503524
08876,Somerville borough,NJ,6054699
08879,Sayreville borough,NJ,6005936
08879,South Amboy city,NJ,3982726
08880,South Bound Brook borough,NJ,1669693
08882,South River borough,NJ,7212997
08884,Spotswood borough,NJ,5973666
08901,New Brunswick city,NJ,13552825
08904,Highland Park borough,NJ,4716569
10001,New York city,NY,1615692
10002,New York city,NY,2129728
10003,New York city,NY,1480445
10004,New York city,NY,1179938
10005,New York city,NY,188727
10006,New York city,NY,250630
10007,New York city,NY,414129
10009,New York city,NY,1597304
10010,New York city,NY,955081
10011,New York city,NY,1677161
10012,New York city,NY,839030
10013,New York city,NY,1409917
10014,New York city,NY,1255850
10016,New York city,NY,1423936
10017,New York city,NY,771547
10018,New York city,NY,891039
10019,New York city,NY,1706504
10020,New York city,NY,46754
10021,New York city,NY,923484
10022,New York city,NY,1148424
10023,New York city,NY,2510429
10024,New York city,NY,2292582
10025,New York city,NY,2302133
10026,New York city,NY,992725
10027,New York city,NY,2440914
10028,New York city,NY,819923
10029,New York city,NY,2987117
10030,New York city,NY,718112
10031,New York city,NY,1733068
10032,New York city,NY,1742138
10033,New York city,NY,1544802
10034,New York city,NY,2648152
10035,New York city,NY,3638045
10036,New York city,NY,1158340
10037,New York city,NY,602984
10038,New York city,NY,747572
10039,New York city,NY,774862
10040,New York city,NY,1468523
10044,New York city,NY,595879
10065,New York city,NY,1085419
10069,New York city,NY,106197
10075,New York city,NY,489565
10103,New York city,NY,24776
10110,New York city,NY,26711
10111,New York city,NY,24769
10112,New York city,NY,24865
10115,New York city,NY,6618
10119,New York city,NY,65943
10128,New York city,NY,1173140
10152,New York city,NY,12423
10153,New York city,NY,12281
10154,New York city,NY,12382
10162,New York city,NY,33146
10165,New York city,NY,13058
10167,New York city,NY,12396
10168,New York city,NY,13211
10169,New York city,NY,5396
10170,New York city,NY,24921
10171,New York city,NY,12470
10172,New York city,NY,12415
10173,New York city,NY,12297
10174,New York city,NY,13224
10177,New York city,NY,5421
10199,New York city,NY,65414
10271,New York city,NY,6779
10278,New York city,NY,35671
10279,New York city,NY,10805
10280,New York city,NY,276532
10282,New York city,NY,177847
10301,New York city,NY,9732406
10302,New York city,NY,3090433
10303,New York city,NY,8208234
10304,New York city,NY,9041054
10305,New York city,NY,10411102
10306,New York city,NY,18722812
10307,New York city,NY,4179217
10308,New York city,NY,5660015
10309,New York city,NY,18787995
10310,New York city,NY,4668227
10311,New York city,NY,121555
10312,New York city,NY,17797576
10314,New York city,NY,33661749
10451,New York city,NY,2735533
10452,New York city,NY,2543928
10453,New York city,NY,2334210
10454,New York city,NY,2745548
10455,New York city,NY,1816370
10456,New York city,NY,2787861
10457,New York city,NY,3415414
10458,New York city,NY,3162261
10459,New York city,NY,2154070
10460,New York city,NY,3881496
10461,New York city,NY,6185365
10462,New York city,NY,3878508
10463,New York city,NY,7129840
10464,New York city,NY,7908514
10465,New York city,NY,10153865
10466,New York city,NY,5218976
10467,New York city,NY,6036068
10468,New York city,NY,2709578
10469,New York city,NY,6282642
10470,New York city,NY,3647435
10470,Yonkers city,NY,71256
10471,New York city,NY,4436899
10472,New York city,NY,2790929
10473,New York city,NY,5537168
10474,New York city,NY,3973116
10475,New York city,NY,3218509
10502,Ardsley village,NY,3384610
10503,Irvington village,NY,38497
10509,Brewster village,NY,1270510
10510,Briarcliff Manor village,NY,15527998
10510,Ossining village,NY,222613
10511,Buchanan village,NY,3660166
10516,Cold Spring village,NY,1537737
10516,Nelsonville village,NY,2677636
10520,Croton-on-Hudson village,NY,12155696
10522,Dobbs Ferry village,NY,6274830
10522,Hastings-on-Hudson village,NY,53829
10523,Elmsford village,NY,2611558
10528,Harrison village,NY,9675325
10528,Mamaroneck village,NY,2279
10528,Rye city,NY,109620
10530,Scarsdale village,NY,88152
10533,Irvington village,NY,7187176
10533,Tarrytown village,NY,154126
10538,Larchmont village,NY,2838001
10538,Mamaroneck village,NY,176565
10538,New Rochelle city,NY,270067
10543,Mamaroneck village,NY,8079915
10543,Scarsdale village,NY,316034
10548,Buchanan village,NY,5899
10549,Mount Kisco village,NY,7877311
10550,Mount Vernon city,NY,5148364
10550,New York city,NY,1087
10552,Mount Vernon city,NY,4255379
10552,Pelham village,NY,18999
10553,Mount Vernon city,NY,1793326
10553,Pelham village,NY,14616
10562,Ossining village,NY,7980595
10566,Peekskill city,NY,11245243
10567,Peekskill city,NY,4362
10570,Pleasantville village,NY,4798715
10573,Harrison village,NY,123318
10573,Port Chester village,NY,5997023
10573,Rye Brook village,NY,7933047
10573,Rye city,NY,108991
10577,Harrison village,NY,17163649
10577,Rye Brook village,NY,9013
10580,Harrison village,NY,6770088
10580,Mamaroneck village,NY,45630
10580,Port Chester village,NY,32896
10580,Rye city,NY,14785023
10583,Ardsley village,NY,36767
10583,New Rochelle city,NY,1889426
10583,Scarsdale village,NY,16884439
10583,Yonkers city,NY,1353855
10591,Elmsford village,NY,14877
10591,Sleepy Hollow village,NY,5809691
10591,Tarrytown village,NY,7448882
10601,White Plains city,NY,1672300
10603,White Plains city,NY,1926332
10604,Harrison village,NY,9413194
10604,Rye Brook village,NY,937478
10604,White Plains city,NY,4079631
10605,Harrison village,NY,277363
10605,White Plains city,NY,13633587
10606,White Plains city,NY,3817903
10607,Elmsford village,NY,110665
10607,White Plains city,NY,88246
10701,Hastings-on-Hudson village,NY,132760
10701,Yonkers city,NY,11209225
10703,Yonkers city,NY,4070489
10704,Yonkers city,NY,6913768
10705,Yonkers city,NY,5732991
10706,Hastings-on-Hudson village,NY,4939006
10707,Tuckahoe village,NY,1506085
10707,Yonkers city,NY,1664517
10708,Bronxville village,NY,2518650
10708,Mount Vernon city,NY,146035
10708,Tuckahoe village,NY,37337
10708,Yonkers city,NY,3541391
10709,New Rochelle city,NY,41367
10709,Tuckahoe village,NY,10117
10710,Tuckahoe village,NY,3094
10710,Yonkers city,NY,11918180
10801,New Rochelle city,NY,8863284
10803,Mount Vernon city,NY,34681
10803,New Rochelle city,NY,47645
10803,New York city,NY,48427
10803,Pelham Manor village,NY,3503454
10803,Pelham village,NY,2095771
10804,New Rochelle city,NY,11079287
10805,New Rochelle city,NY,4431239
10901,Airmont village,NY,4616828
10901,Montebello village,NY,11183471
10901,Pomona village,NY,1084099
10901,Suffern village,NY,5430480
10901,Wesley Hills village,NY,4138959
10916,Maybrook village,NY,1229899
10917,Woodbury village,NY,12476047
10918,Chester village,NY,5544642
10921,Florida village,NY,5831248
10923,West Haverstraw village,NY,2224672
10924,Chester village,NY,19169
10924,Goshen village,NY,8599613
10925,Greenwood Lake village,NY,5160478
10926,Harriman village,NY,2601406
10926,Woodbury village,NY,7013565
10927,Haverstraw village,NY,5135771
10928,Highland Falls village,NY,2832502
10930,Woodbury village,NY,32607898
10931,Hillburn village,NY,5792045
10940,Middletown city,NY,13741253
10950,Greenwood Lake village,NY,77956
10950,Kiryas Joel village,NY,3785895
10950,Monroe village,NY,9047725
10950,South Blooming Grove village,NY,12095747
10950,Woodbury village,NY,2908833
10952,Airmont village,NY,7206543
10952,Chestnut Ridge village,NY,2364535
10952,Kaser village,NY,445202
10952,New Hempstead village,NY,55780
10952,Spring Valley village,NY,612031
10952,Wesley Hills village,NY,2713252
10954,Chestnut Ridge village,NY,104027
10954,Spring Valley village,NY,33325
10956,New Hempstead village,NY,71987
10960,Grand View-on-Hudson village,NY,453623
10960,Nyack village,NY,1995139
10960,Piermont village,NY,128960
10960,South Nyack village,NY,1563154
10960,Upper Nyack village,NY,3164275
10963,Otisville village,NY,1979197
10965,Chestnut Ridge village,NY,595462
10968,Piermont village,NY,1611256
10970,New Hempstead village,NY,171489
10970,Pomona village,NY,5061606
10974,Sloatsburg village,NY,6404753
10976,Piermont village,NY,5578
10977,Chestnut Ridge village,NY,9762476
10977,New Hempstead village,NY,7062213
10977,New Square village,NY,951395
10977,Spring Valley village,NY,4562060
10977,Wesley Hills village,NY,1830977
10980,Pomona village,NY,63308
10987,Tuxedo Park village,NY,6881308
10988,Unionville village,NY,791886
10990,Warwick village,NY,6283258
10992,Washingtonville village,NY,6533733
10993,West Haverstraw village,NY,1718210
11001,Bellerose village,NY,325374
11001,Floral Park village,NY,3680302
11001,New York city,NY,663253
11001,South Floral Park village,NY,251922
11001,Stewart Manor village,NY,17071
11004,New York city,NY,2463268
11005,New York city,NY,475148
11010,Stewart Manor village,NY,16445
11020,Lake Success village,NY,3910231
11021,Great Neck Estates village,NY,1983719
11021,Great Neck Plaza village,NY,806563
11021,Great Neck village,NY,297520
11021,Kensington village,NY,542101
11021,Lake Success village,NY,64315
11021,Russell Gardens village,NY,449690
11021,Saddle Rock village,NY,28261
11021,Thomaston village,NY,1007207
11023,Great Neck village,NY,2117390
11023,Kensington village,NY,116363
11023,Kings Point village,NY,646782
11023,Saddle Rock village,NY,626137
11023,Thomaston village,NY,13725
11024,Great Neck village,NY,1015171
11024,Kings Point village,NY,8053057
11030,Flower Hill village,NY,2270572
11030,Munsey Park village,NY,1336745
11030,North Hills village,NY,4786893
11030,Plandome Heights village,NY,468132
11030,Plandome Manor village,NY,1043073
11030,Plandome village,NY,1275361
11030,Thomaston village,NY,24545
11040,Garden City village,NY,43693
11040,New Hyde Park village,NY,2195675
11040,New York city,NY,429369
11040,North Hills village,NY,263132
11042,Lake Success village,NY,818154
11042,North Hills village,NY,125735
11050,Baxter Estates village,NY,472627
11050,Flower Hill village,NY,1150690
11050,Manorhaven village,NY,1215967
11050,Plandome Manor village,NY,359939
11050,Port Washington North village,NY,1239548
11050,Sands Point village,NY,10929014
11101,New York city,NY,6700694
11102,New York city,NY,1815439
11103,New York city,NY,1792583
11104,New York city,NY,1132397
11105,New York city,NY,4231305
11106,New York city,NY,2219078
11109,New York city,NY,119581
11201,New York city,NY,3506670
11203,New York city,NY,5539960
11204,New York city,NY,4129771
11205,New York city,NY,3033777
11206,New York city,NY,3628550
11207,New York city,NY,7044635
11208,New York city,NY,6931906
11209,New York city,NY,5473452
11210,New York city,NY,4270311
11211,New York city,NY,3768558
11212,New York city,NY,4002499
11213,New York city,NY,2791686
11214,New York city,NY,5242819
11215,New York city,NY,5668437
11216,New York city,NY,2486719
11217,New York city,NY,1908694
11218,New York city,NY,3527412
11219,New York city,NY,3865336
11220,New York city,NY,4475329
11221,New York city,NY,3576561
11222,New York city,NY,3942933
11223,New York city,NY,5361174
11224,New York city,NY,4017284
11225,New York city,NY,2265820
11226,New York city,NY,3373771
11228,New York city,NY,3877759
11229,New York city,NY,5199254
11230,New York city,NY,4773124
11231,New York city,NY,3690567
11232,New York city,NY,3215315
11233,New York city,NY,3493736
11234,New York city,NY,19124670
11235,New York city,NY,6363901
11236,New York city,NY,9231367
11237,New York city,NY,2580676
11238,New York city,NY,4789042
11239,New York city,NY,4448124
11249,New York city,NY,1851085
11354,New York city,NY,5572757
11355,New York city,NY,4446032
11356,New York city,NY,4096028
11357,New York city,NY,7341415
11358,New York city,NY,5067751
11359,New York city,NY,648383
11360,New York city,NY,3563186
11361,New York city,NY,4437987
11362,New York city,NY,5379030
11363,New York city,NY,2239195
11364,New York city,NY,6498280
11365,New York city,NY,6439314
11366,New York city,NY,3946393
